#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     -0.5722277              0    -0.57617121              0    -0.56828419              0
            0.2    -0.91092225              0    -0.91609547              0    -0.90574903              0
            0.4    -0.94968183              0    -0.95556753              0    -0.94379613              0
            0.6    -0.98860729              0    -0.99421096              0    -0.98300362              0
            0.8     -1.0712937              0     -1.0767052              0     -1.0658822              0
              1     -1.2210171              0     -1.2263758              0     -1.2156584              0
            1.2     -1.4344727              0     -1.4398899              0     -1.4290555              0
            1.4     -1.7499759              0     -1.7553938              0      -1.744558              0
            1.6     -2.1652342              0     -2.1709656              0     -2.1595028              0
            1.8      -2.740814              0     -2.7469847              0     -2.7346433              0
              2     -3.5425051              0     -3.5499731              0     -3.5350371              0
            2.2     -4.6585728              0     -4.6661494              0     -4.6509962              0
            2.4     -6.2945519              0     -6.3031889              0     -6.2859149              0
            2.6     -8.7388317              0     -8.7488912              0     -8.7287722              0
            2.8     -12.919885              0      -12.93163              0      -12.90814              0
              3     -17.608421              0     -17.624796              0     -17.592046              0
            3.2    -0.71646496              0    -0.72172004              0    -0.71120988              0
            3.4  -0.0052964983              0  -0.0081319465              0  -0.0024610501              0
            3.6    0.026510278              0    0.024558124              0    0.028462432              0
            3.8     0.01820806              0    0.016928507              0    0.019487613              0
              4    0.010478368              0   0.0095429116              0    0.011413824              0
            4.2   0.0059599809              0   0.0052682152              0   0.0066517466              0
            4.4   0.0034676179              0    0.003017728              0   0.0039175078              0
            4.6    0.001347641              0   0.0010901196              0   0.0016051624              0
            4.8  0.00091145666              0  0.00068039905              0   0.0011425143              0
              5  0.00091145666              0  0.00068039905              0   0.0011425143              0
