#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    -0.57430375              0    -0.57807164              0    -0.57053586              0
            0.2    -0.91192621              0     -0.9172579              0    -0.90659452              0
            0.4    -0.95695117              0    -0.96246183              0    -0.95144051              0
            0.6    -0.98342605              0    -0.98894602              0    -0.97790608              0
            0.8     -1.0590647              0      -1.064686              0     -1.0534434              0
              1     -1.2134713              0     -1.2189121              0     -1.2080305              0
            1.2      -1.426954              0     -1.4322982              0     -1.4216098              0
            1.4     -1.7437401              0     -1.7503184              0     -1.7371618              0
            1.6     -2.1448864              0     -2.1506607              0     -2.1391121              0
            1.8     -2.7468121              0     -2.7532473              0     -2.7403769              0
              2     -3.5489976              0     -3.5559721              0     -3.5420231              0
            2.2     -4.6612283              0     -4.6685975              0     -4.6538591              0
            2.4     -6.2950533              0     -6.3034335              0     -6.2866731              0
            2.6     -8.7468229              0     -8.7565833              0     -8.7370625              0
            2.8     -12.929629              0     -12.941349              0     -12.917909              0
              3     -17.624847              0     -17.641348              0     -17.608346              0
            3.2    -0.71685611              0    -0.72217445              0    -0.71153777              0
            3.4  -0.0040542609              0  -0.0069334665              0  -0.0011750553              0
            3.6     0.02802694              0    0.026012805              0    0.030041075              0
            3.8    0.017840099              0    0.016463921              0    0.019216277              0
              4    0.010003109              0   0.0089765169              0    0.011029701              0
            4.2   0.0055492143              0   0.0049222962              0   0.0061761324              0
            4.4   0.0032525692              0   0.0027090053              0   0.0037961331              0
            4.6   0.0015719622              0   0.0012478514              0    0.001896073              0
            4.8   0.0010336099              0   0.0008241207              0   0.0012430991              0
              5   0.0010336099              0   0.0008241207              0   0.0012430991              0
