#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      -1.678518              0     -1.6823792              0     -1.6746568              0
           -3.8     -1.7172135              0     -1.7211515              0     -1.7132755              0
           -3.6     -1.7219231              0     -1.7260567              0     -1.7177895              0
           -3.4      -1.684983              0     -1.6892809              0     -1.6806851              0
           -3.2     -1.6378627              0     -1.6420899              0     -1.6336355              0
             -3     -1.5521737              0     -1.5563801              0     -1.5479673              0
           -2.8     -1.4471376              0     -1.4514659              0     -1.4428093              0
           -2.6     -1.3354216              0     -1.3398899              0     -1.3309533              0
           -2.4     -1.2260557              0      -1.230502              0     -1.2216094              0
           -2.2     -1.1211344              0      -1.125536              0     -1.1167328              0
             -2     -1.0082706              0     -1.0125812              0       -1.00396              0
           -1.8    -0.90004232              0    -0.90430518              0    -0.89577946              0
           -1.6    -0.78799904              0    -0.79215783              0    -0.78384025              0
           -1.4    -0.69534843              0    -0.69935587              0    -0.69134099              0
           -1.2    -0.61842878              0    -0.62226764              0    -0.61458992              0
             -1    -0.54295051              0    -0.54678584              0    -0.53911518              0
           -0.8    -0.47858408              0    -0.48223922              0    -0.47492894              0
           -0.6    -0.43903257              0    -0.44259141              0    -0.43547373              0
           -0.4    -0.40542116              0    -0.40929248              0    -0.40154984              0
           -0.2    -0.38656655              0    -0.39013473              0    -0.38299837              0
              0    -0.39163567              0    -0.39561944              0     -0.3876519              0
            0.2    -0.40837944              0    -0.41191551              0    -0.40484337              0
            0.4    -0.43359491              0    -0.43727391              0    -0.42991591              0
            0.6    -0.48317013              0    -0.48682693              0    -0.47951333              0
            0.8    -0.53525263              0    -0.53909459              0    -0.53141067              0
              1    -0.61217022              0    -0.61611331              0    -0.60822713              0
            1.2    -0.69827893              0    -0.70233123              0    -0.69422663              0
            1.4    -0.78841724              0    -0.79263866              0    -0.78419582              0
            1.6    -0.89719953              0    -0.90148486              0     -0.8929142              0
            1.8     -1.0128117              0     -1.0170885              0     -1.0085349              0
              2     -1.1235213              0     -1.1284415              0     -1.1186011              0
            2.2     -1.2335802              0     -1.2384734              0      -1.228687              0
            2.4     -1.3447278              0      -1.349157              0     -1.3402986              0
            2.6      -1.451136              0     -1.4555561              0     -1.4467159              0
            2.8     -1.5552581              0     -1.5596532              0      -1.550863              0
              3     -1.6344024              0     -1.6388933              0     -1.6299115              0
            3.2     -1.6968207              0       -1.70101              0     -1.6926314              0
            3.4     -1.7289187              0     -1.7330614              0      -1.724776              0
            3.6     -1.7241207              0     -1.7281074              0      -1.720134              0
            3.8     -1.6740007              0     -1.6777841              0     -1.6702173              0
              4     -1.6740007              0     -1.6777841              0     -1.6702173              0
