#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     -10.848354              0     -10.862245              0     -10.834463              0
            0.2     -6.3356429              0       -6.34293              0     -6.3283558              0
            0.4     -4.8904098              0     -4.8967104              0     -4.8841092              0
            0.6     -4.1289604              0     -4.1350037              0     -4.1229171              0
            0.8     -3.6639478              0     -3.6698133              0     -3.6580823              0
              1     -3.4070413              0      -3.412216              0     -3.4018666              0
            1.2     -3.2906645              0     -3.2960595              0     -3.2852695              0
            1.4     -3.2626572              0     -3.2677887              0     -3.2575257              0
            1.6     -3.3466505              0     -3.3527661              0     -3.3405349              0
            1.8     -3.4665191              0     -3.4720967              0     -3.4609415              0
              2     -3.6831028              0     -3.6889249              0     -3.6772807              0
            2.2      -3.927121              0      -3.933421              0      -3.920821              0
            2.4     -4.1371866              0     -4.1445947              0     -4.1297785              0
            2.6     -4.1437916              0     -4.1532684              0     -4.1343148              0
            2.8     -3.6950847              0     -3.7070578              0     -3.6831116              0
              3     -1.9937965              0     -2.0073768              0     -1.9802162              0
            3.2     -1.9937965              0     -2.0073768              0     -1.9802162              0
