#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  -0.0072177411              0  -0.0078948486              0  -0.0065406336              0
           -3.8   -0.010753762              0   -0.011610813              0  -0.0098967112              0
           -3.6   -0.016594976              0     -0.0175851              0   -0.015604852              0
           -3.4   -0.025958775              0   -0.027020596              0   -0.024896954              0
           -3.2   -0.037190681              0   -0.038484308              0   -0.035897054              0
             -3    -0.05655114              0   -0.058084441              0   -0.055017839              0
           -2.8   -0.081569734              0   -0.083391203              0   -0.079748265              0
           -2.6    -0.12707475              0    -0.12917176              0    -0.12497774              0
           -2.4    -0.18722128              0      -0.189644              0    -0.18479856              0
           -2.2    -0.26973235              0    -0.27263041              0    -0.26683429              0
             -2    -0.41122693              0    -0.41445217              0    -0.40800169              0
           -1.8    -0.59227181              0    -0.59648381              0    -0.58805981              0
           -1.6    -0.88253046              0    -0.88684406              0    -0.87821686              0
           -1.4     -1.2901186              0     -1.2952046              0     -1.2850326              0
           -1.2     -1.8663471              0     -1.8718954              0     -1.8607988              0
             -1     -2.6762664              0     -2.6829345              0     -2.6695983              0
           -0.8     -3.7372851              0     -3.7446047              0     -3.7299655              0
           -0.6     -5.1141384              0     -5.1219555              0     -5.1063213              0
           -0.4     -6.8232434              0     -6.8318148              0      -6.814672              0
           -0.2     -9.8866424              0     -9.8988289              0     -9.8744559              0
              0     -9.8755958              0     -9.8883931              0     -9.8627985              0
            0.2     -6.8404666              0     -6.8495713              0     -6.8313619              0
            0.4     -5.1138076              0     -5.1217632              0      -5.105852              0
            0.6     -3.7331431              0     -3.7403479              0     -3.7259383              0
            0.8     -2.6666558              0     -2.6730913              0     -2.6602203              0
              1     -1.8621242              0     -1.8676043              0     -1.8566441              0
            1.2     -1.2938782              0      -1.298797              0     -1.2889594              0
            1.4    -0.88568025              0    -0.89011225              0    -0.88124825              0
            1.6    -0.59542525              0    -0.59928523              0    -0.59156527              0
            1.8    -0.40532518              0    -0.40871005              0    -0.40194031              0
              2      -0.273704              0     -0.2766053              0     -0.2708027              0
            2.2    -0.18338967              0    -0.18590666              0    -0.18087268              0
            2.4    -0.12445188              0    -0.12664715              0    -0.12225661              0
            2.6    -0.08396176              0   -0.085759425              0   -0.082164095              0
            2.8   -0.054228979              0   -0.055839807              0   -0.052618151              0
              3      -0.036665              0   -0.038040493              0   -0.035289507              0
            3.2   -0.025123446              0   -0.026291017              0   -0.023955876              0
            3.4   -0.015639135              0   -0.016619272              0   -0.014658998              0
            3.6   -0.011049495              0   -0.011836545              0   -0.010262445              0
            3.8  -0.0073362181              0   -0.008006827              0  -0.0066656092              0
              4  -0.0073362181              0   -0.008006827              0  -0.0066656092              0
