#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00069758677              0  0.00055432368              0  0.00084084986              0
           -3.8   0.0011666351              0  0.00093488805              0   0.0013983822              0
           -3.6   0.0021474563              0    0.001823745              0   0.0024711676              0
           -3.4   0.0034058681              0   0.0030237396              0   0.0037879966              0
           -3.2   0.0055454618              0   0.0049225639              0   0.0061683597              0
             -3   0.0071251134              0   0.0064741734              0   0.0077760534              0
           -2.8    0.011459389              0    0.010694074              0    0.012224704              0
           -2.6    0.019346653              0    0.018323001              0    0.020370305              0
           -2.4    0.025454543              0    0.024308539              0    0.026600547              0
           -2.2    0.037271808              0    0.035828655              0    0.038714961              0
             -2    0.048593121              0     0.04688464              0    0.050301602              0
           -1.8    0.052414378              0     0.05037263              0    0.054456126              0
           -1.6    0.046476167              0    0.043962415              0    0.048989919              0
           -1.4  -0.0081609022              0   -0.011236499              0  -0.0050853052              0
           -1.2    -0.16907883              0    -0.17271835              0    -0.16543931              0
             -1    -0.55861251              0    -0.56312684              0    -0.55409818              0
           -0.8     -1.4256919              0     -1.4312928              0      -1.420091              0
           -0.6     -3.2742382              0     -3.2813998              0     -3.2670766              0
           -0.4     -7.3738217              0     -7.3832531              0     -7.3643903              0
           -0.2     -21.588068              0     -21.604089              0     -21.572047              0
              0     -21.540391              0     -21.557173              0     -21.523609              0
            0.2      -7.390463              0     -7.3996603              0     -7.3812657              0
            0.4     -3.2525375              0     -3.2599064              0     -3.2451686              0
            0.6     -1.4303903              0     -1.4360262              0     -1.4247544              0
            0.8    -0.55664577              0    -0.56120552              0    -0.55208602              0
              1    -0.16790904              0    -0.17159313              0    -0.16422495              0
            1.2  -0.0089482735              0   -0.011899756              0  -0.0059967906              0
            1.4    0.041618219              0    0.039226436              0    0.044010002              0
            1.6    0.051292374              0    0.049268171              0    0.053316577              0
            1.8    0.049193524              0    0.047302045              0    0.051085003              0
              2    0.037574466              0    0.036026781              0    0.039122151              0
            2.2    0.027559925              0    0.026316875              0    0.028802975              0
            2.4    0.017774366              0    0.016709706              0    0.018839026              0
            2.6    0.013542901              0    0.012585703              0    0.014500099              0
            2.8   0.0084255806              0   0.0077455032              0    0.009105658              0
              3   0.0059167078              0   0.0053442398              0   0.0064891758              0
            3.2   0.0032551224              0   0.0028843553              0   0.0036258894              0
            3.4     0.00205187              0   0.0017852879              0   0.0023184521              0
            3.6   0.0013210472              0   0.0010970546              0   0.0015450398              0
            3.8  0.00094120115              0  0.00074503642              0   0.0011373659              0
              4  0.00094120115              0  0.00074503642              0   0.0011373659              0
