#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.017502373              0   -0.017930534              0   -0.017074212              0
           -3.8   -0.080347183              0   -0.081194836              0    -0.07949953              0
           -3.6    -0.28851205              0    -0.29019659              0    -0.28682751              0
           -3.4     -1.1208689              0      -1.124238              0     -1.1174998              0
           -3.2     -1.8444273              0     -1.8490036              0      -1.839851              0
             -3     -2.0576592              0     -2.0624502              0     -2.0528682              0
           -2.8     -2.1013621              0     -2.1062727              0     -2.0964515              0
           -2.6     -2.1148413              0     -2.1209715              0     -2.1087111              0
           -2.4      -2.103597              0     -2.1092802              0     -2.0979138              0
           -2.2     -2.0721496              0      -2.077646              0     -2.0666532              0
             -2      -2.048683              0     -2.0542058              0     -2.0431602              0
           -1.8     -2.0558886              0      -2.061766              0     -2.0500112              0
           -1.6     -2.0352243              0     -2.0409548              0     -2.0294938              0
           -1.4     -2.0297619              0     -2.0358476              0     -2.0236762              0
           -1.2     -2.0154071              0     -2.0211279              0     -2.0096863              0
             -1     -2.0245086              0     -2.0303302              0      -2.018687              0
           -0.8     -2.0122774              0     -2.0179639              0     -2.0065909              0
           -0.6     -2.0192196              0     -2.0248399              0     -2.0135993              0
           -0.4     -2.0194831              0     -2.0254004              0     -2.0135658              0
           -0.2     -2.0085614              0     -2.0144375              0     -2.0026853              0
              0     -2.0181211              0     -2.0243098              0     -2.0119324              0
            0.2     -2.0134208              0     -2.0191098              0     -2.0077318              0
            0.4     -2.0114696              0     -2.0172562              0      -2.005683              0
            0.6     -2.0120653              0     -2.0183685              0     -2.0057621              0
            0.8     -2.0165529              0     -2.0225454              0     -2.0105604              0
              1     -2.0314248              0     -2.0373559              0     -2.0254937              0
            1.2     -2.0401287              0     -2.0463542              0     -2.0339032              0
            1.4     -2.0381075              0     -2.0437813              0     -2.0324337              0
            1.6     -2.0613124              0      -2.067307              0     -2.0553178              0
            1.8     -2.0648512              0     -2.0705302              0     -2.0591722              0
              2     -2.0779321              0     -2.0834885              0     -2.0723757              0
            2.2     -2.1109156              0     -2.1165028              0     -2.1053284              0
            2.4     -2.1168631              0     -2.1225513              0     -2.1111749              0
            2.6      -2.117618              0     -2.1228045              0     -2.1124315              0
            2.8     -2.0633964              0     -2.0695584              0     -2.0572344              0
              3     -1.8522379              0     -1.8568997              0     -1.8475761              0
            3.2     -1.1144478              0     -1.1176492              0     -1.1112464              0
            3.4    -0.28791239              0    -0.28957113              0    -0.28625365              0
            3.6   -0.078071122              0   -0.078965945              0   -0.077176299              0
            3.8   -0.017815844              0   -0.018221964              0   -0.017409724              0
              4   -0.017815844              0   -0.018221964              0   -0.017409724              0
