# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3     -64.479849              0     -64.505143              0     -64.454555              0
            3.2     -3.8235985              0     -3.8353806              0     -3.8118164              0
            3.4   0.0025645179              0  -0.0019363386              0   0.0070653744              0
            3.6    0.047019493              0    0.044900542              0    0.049138444              0
            3.8    0.020119484              0    0.019136989              0    0.021101979              0
              4   0.0083532824              0    0.007878018              0   0.0088285468              0
            4.2   0.0026322415              0   0.0024394191              0   0.0028250639              0
            4.4   0.0012383952              0   0.0011436443              0   0.0013331461              0
            4.6  0.00035874105              0  0.00030768671              0  0.00040979539              0
            4.8  0.00014301534              0  0.00012544992              0  0.00016058076              0
              5  0.00014301534              0  0.00012544992              0  0.00016058076              0
