#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     -9.5032517              0     -9.5169121              0     -9.4895913              0
            0.2     -6.5405858              0     -6.5479438              0     -6.5332278              0
            0.4     -5.1396516              0     -5.1460487              0     -5.1332545              0
            0.6     -4.3343341              0     -4.3404584              0     -4.3282098              0
            0.8     -3.8263786              0     -3.8323006              0     -3.8204566              0
              1     -3.5266242              0     -3.5318382              0     -3.5214102              0
            1.2     -3.3785653              0     -3.3839697              0     -3.3731609              0
            1.4       -3.33628              0     -3.3414039              0     -3.3311561              0
            1.6     -3.4178308              0      -3.423912              0     -3.4117496              0
            1.8     -3.5472712              0     -3.5527671              0     -3.5417753              0
              2     -3.7842869              0     -3.7899616              0     -3.7786122              0
            2.2     -4.0880636              0     -4.0940747              0     -4.0820525              0
            2.4     -4.4088168              0     -4.4156904              0     -4.4019432              0
            2.6     -4.6117347              0     -4.6202327              0     -4.6032367              0
            2.8     -4.5329068              0     -4.5427237              0     -4.5230899              0
              3     -2.3416633              0     -2.3540631              0     -2.3292635              0
            3.2      1.2370644              0      1.2295744              0      1.2445544              0
            3.4     0.49042209              0     0.48511345              0     0.49573073              0
            3.6     0.19527783              0     0.19168712              0     0.19886854              0
            3.8    0.092320773              0    0.089566199              0    0.095075347              0
              4    0.044616711              0    0.042683103              0    0.046550319              0
            4.2    0.019502499              0    0.018259363              0    0.020745635              0
            4.4   0.0095246723              0   0.0087441807              0    0.010305164              0
            4.6    0.005781473              0   0.0052049359              0   0.0063580101              0
            4.8   0.0023319565              0    0.002032436              0    0.002631477              0
              5   0.0023319565              0    0.002032436              0    0.002631477              0
