#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0   -0.044637286              0   -0.047513411              0   -0.041761161              0
            0.2    -0.17227636              0    -0.17644675              0    -0.16810597              0
            0.4     -0.3250396              0    -0.32992312              0    -0.32015608              0
            0.6    -0.49962278              0     -0.5047308              0    -0.49451476              0
            0.8    -0.71986772              0    -0.72483102              0    -0.71490442              0
              1    -0.94896027              0    -0.95414465              0    -0.94377589              0
            1.2     -1.2204716              0     -1.2256361              0     -1.2153071              0
            1.4     -1.5392163              0     -1.5445538              0     -1.5338788              0
            1.6     -1.9325618              0     -1.9381419              0     -1.9269817              0
            1.8     -2.4575279              0     -2.4633964              0     -2.4516594              0
              2     -3.1469569              0     -3.1542725              0     -3.1396413              0
            2.2     -4.0991033              0     -4.1061271              0     -4.0920795              0
            2.4     -5.4797883              0     -5.4881464              0     -5.4714302              0
            2.6     -7.4608435              0     -7.4702887              0     -7.4513983              0
            2.8     -10.559124              0      -10.56998              0     -10.548268              0
              3     -15.263812              0      -15.27697              0     -15.250654              0
            3.2     -8.4685581              0     -8.4815302              0      -8.455586              0
            3.4     -2.0996133              0     -2.1058237              0     -2.0934029              0
            3.6    -0.79470855              0    -0.79847891              0    -0.79093819              0
            3.8    -0.38783512              0    -0.39054146              0    -0.38512878              0
              4    -0.21206472              0    -0.21411547              0    -0.21001397              0
            4.2    -0.12855115              0    -0.13008427              0    -0.12701803              0
            4.4    -0.08080796              0   -0.082081027              0   -0.079534893              0
            4.6   -0.054856476              0   -0.055915222              0    -0.05379773              0
            4.8   -0.037628913              0   -0.038362889              0   -0.036894937              0
              5   -0.037628913              0   -0.038362889              0   -0.036894937              0
