#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.025635724              0   -0.026323094              0   -0.024948354              0
           -3.8    -0.03784627              0   -0.038626695              0   -0.037065845              0
           -3.6   -0.050621519              0   -0.051639676              0   -0.049603362              0
           -3.4   -0.067547211              0   -0.068707458              0   -0.066386964              0
           -3.2   -0.093424247              0   -0.094686867              0   -0.092161627              0
             -3    -0.13120303              0    -0.13273583              0    -0.12967023              0
           -2.8    -0.17738184              0    -0.17921551              0    -0.17554817              0
           -2.6    -0.25747181              0    -0.25960939              0    -0.25533423              0
           -2.4    -0.36423902              0    -0.36677575              0    -0.36170229              0
           -2.2    -0.53189342              0    -0.53479872              0    -0.52898812              0
             -2    -0.78063195              0    -0.78414891              0    -0.77711499              0
           -1.8     -1.1417995              0      -1.145867              0      -1.137732              0
           -1.6     -1.7016919              0     -1.7067605              0     -1.6966233              0
           -1.4     -2.5245218              0     -2.5302757              0     -2.5187679              0
           -1.2     -3.7633805              0     -3.7722253              0     -3.7545357              0
             -1     -4.4588495              0     -4.4669636              0     -4.4507354              0
           -0.8     -4.4897795              0     -4.4974744              0     -4.4820846              0
           -0.6      -4.484133              0     -4.4926281              0     -4.4756379              0
           -0.4     -4.4745398              0     -4.4824885              0     -4.4665911              0
           -0.2     -4.4435661              0     -4.4518084              0     -4.4353238              0
              0     -4.4636294              0     -4.4718344              0     -4.4554244              0
            0.2     -4.4805921              0     -4.4885283              0     -4.4726559              0
            0.4     -4.4979571              0     -4.5060576              0     -4.4898566              0
            0.6     -4.5024829              0      -4.510505              0     -4.4944608              0
            0.8     -4.4643513              0     -4.4727743              0     -4.4559283              0
              1     -3.7792008              0     -3.7877113              0     -3.7706903              0
            1.2      -2.525305              0     -2.5314343              0     -2.5191757              0
            1.4     -1.6938262              0     -1.6991272              0     -1.6885252              0
            1.6     -1.1408127              0     -1.1449658              0     -1.1366596              0
            1.8    -0.77819962              0    -0.78176542              0    -0.77463382              0
              2    -0.52869528              0    -0.53189518              0    -0.52549538              0
            2.2    -0.36850885              0    -0.37104233              0    -0.36597537              0
            2.4    -0.25839305              0    -0.26055347              0    -0.25623263              0
            2.6    -0.18227107              0    -0.18417012              0    -0.18037202              0
            2.8    -0.12986815              0    -0.13140979              0    -0.12832651              0
              3   -0.094221071              0   -0.095612916              0   -0.092829226              0
            3.2   -0.067651603              0   -0.068763784              0   -0.066539422              0
            3.4   -0.048856696              0   -0.049954074              0   -0.047759318              0
            3.6   -0.034464673              0   -0.035362569              0   -0.033566777              0
            3.8   -0.026300538              0   -0.027101065              0   -0.025500011              0
              4   -0.026300538              0   -0.027101065              0   -0.025500011              0
