#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0016034087  0.00064232034   0.0010989565   0.0011461225   0.0020720695  0.00071374838
           -3.8     0.01569437   0.0017104979    0.013404191    0.001463976    0.018343383   0.0020057277
           -3.6    0.095299274   0.0041834797    0.080897552   0.0035522005       0.112313   0.0049732885
           -3.4     0.39853131   0.0085296063     0.33984871   0.0072857661     0.46633831    0.010047436
           -3.2      1.1878813    0.014694478      1.0240318    0.012670057      1.3708674     0.01710127
             -3      2.8551818     0.02279571      2.4789367    0.019779307      3.2655501    0.026369497
           -2.8      5.9054527     0.03268676      5.1540692    0.028665305      6.7127211    0.038029627
           -2.6      10.666104    0.043824613      9.3540436    0.038456006      12.055804    0.049912303
           -2.4      17.596867    0.056113064      15.494607    0.049572868       19.79404    0.064057369
           -2.2      26.756815    0.068969347      23.608488    0.060912704      30.027996    0.077982921
             -2      37.780875    0.081642114      33.385523    0.072206896      42.334534     0.09207644
           -1.8      50.434858    0.093937587      44.609224    0.083637269      56.451615     0.10721197
           -1.6      64.477492      0.1057657      57.056248    0.093696391       72.13851     0.11903213
           -1.4       79.09719     0.11665523      70.000054     0.10333741      88.488491     0.13123468
           -1.2      93.950836      0.1265905      83.125863      0.1121214      105.13464     0.14236192
             -1      107.62199     0.13498805      95.219123     0.11955917      120.43185     0.15187017
           -0.8      119.92492     0.14201957      106.06415     0.12572949      134.25325     0.15981815
           -0.6      129.29077      0.1470974      114.32037      0.1302248      144.76594     0.16558299
           -0.4      136.51662     0.15085912       120.6848      0.1335334      152.88484     0.16988107
           -0.2      139.90199     0.15258155      123.66084      0.1350307      156.70062     0.17185324
              0      140.24411     0.15275298      123.96607      0.1351547      157.07842     0.17194155
            0.2       136.3104     0.15075876      120.50247     0.13349157      152.65657     0.16999767
            0.4      129.44292     0.14717742      114.45099     0.13030213      144.94471     0.16576803
            0.6      119.87211      0.1420015      106.02158     0.12572993      134.18623     0.15981516
            0.8      107.62559     0.13499364       95.21145     0.11959273      120.44983     0.15205881
              1       93.68565     0.12642527       82.89427     0.11198836      104.83291     0.14224382
            1.2      79.214952     0.11672719      70.106717     0.10340606      88.616257     0.13133863
            1.4      64.535355     0.10581744      57.112087     0.09374479      72.199287     0.11913865
            1.6      50.597361    0.094072704      44.744362    0.083285462      56.653176     0.10595586
            1.8      37.733286    0.081595909      33.359693    0.075874283      42.240804     0.10667296
              2       26.64741    0.068824136      23.510909    0.060769769      29.907466      0.0778522
            2.2      17.664416    0.056267802      15.539222    0.049514268      19.897096    0.063846314
            2.4      10.768186     0.04405716      9.4380418    0.038628067      12.180515    0.050227805
            2.6      5.9314235    0.032771194      5.1819669    0.028640513      6.7325072     0.03772222
            2.8      2.9229382    0.023041385      2.5349472    0.020006873      3.3476173    0.026730158
              3      1.2085554    0.014871512      1.0384289      0.0127864       1.400899     0.01737108
            3.2     0.40533425    0.008608288       0.345226   0.0073542613     0.47542355    0.010149975
            3.4    0.095025778   0.0042497613    0.081140383   0.0036115775     0.11111289   0.0050417309
            3.6    0.017492748     0.00182032    0.014822583    0.001565455    0.020668544    0.002132322
            3.8   0.0012470957  0.00053443689   0.0010680783   0.0004601509   0.0014427391  0.00061294353
              4   0.0012470957  0.00053443689   0.0010680783   0.0004601509   0.0014427391  0.00061294353
