#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.5041133    0.025165367      3.1017204    0.022287136      3.9266604    0.028383757
           -3.8      4.9851339    0.029945197       4.413157    0.026535505      5.5848625    0.033742238
           -3.6      7.1992993    0.035925806      6.3704038    0.031823327      8.0680712    0.040474488
           -3.4      10.224845    0.042792507      9.0509351    0.037910135      11.453787    0.048197981
           -3.2      14.244939    0.050444037      12.599144    0.044654627      15.973964    0.056857267
             -3      19.211538    0.058440884      16.992962    0.051754083      21.536838    0.065842943
           -2.8      25.521464    0.067215587      22.570951    0.059516498       28.61161    0.075748251
           -2.6      32.860627      0.0761218      29.060381    0.067392826      36.834986    0.085737648
           -2.4      41.132284    0.084987695      36.360869    0.075208015      46.127702    0.095771976
           -2.2      50.071017    0.093495996      44.266345    0.082757021      56.136236     0.10533834
             -2      58.895161     0.10115922      52.051274    0.089503945      66.039539     0.11400401
           -1.8      67.137513     0.10778396      59.344345    0.095381972      75.251133     0.12151375
           -1.6      74.728783     0.11346952       66.07604     0.10060196      83.698809     0.12837168
           -1.4      80.644748     0.11767684      71.287279     0.10412219      90.338153     0.13248208
           -1.2       84.90534     0.12061548      75.046026     0.10673776      95.097665     0.13587228
             -1      87.554197     0.12238978      77.394334     0.10835481      98.019737     0.13794709
           -0.8      88.872002     0.12328262      78.558982     0.10912427      99.469629     0.13902306
           -0.6      88.896297     0.12329996      78.590781     0.10912778      99.462521      0.1389036
           -0.4      88.515618      0.1230351      78.235323     0.10883435      99.052596     0.13844775
           -0.2      88.254532     0.12285687      78.022679      0.1087176      98.721337     0.13829666
              0      88.306571     0.12289108      78.055551     0.10872911      98.800565     0.13827106
            0.2       88.43368     0.12298055      78.182984     0.10882827       98.93208      0.1384475
            0.4      88.982532     0.12334235      78.661139     0.10946734      99.569287     0.13984275
            0.6      88.752329     0.12319541      78.444432       0.108989      99.354101     0.13869766
            0.8      87.805285     0.12255845       77.61846     0.10847505      98.299743     0.13802487
              1      84.989723     0.12067779      75.121569     0.10676851      95.186321     0.13595628
            1.2      80.837056     0.11782051      71.439365     0.10422188      90.583017     0.13270276
            1.4      74.535903     0.11332055      65.869198     0.10024209      83.547272     0.12762578
            1.6      67.431477     0.10799932      59.602429    0.095562403      75.582825     0.12166827
            1.8      58.752912     0.10105658      51.924911    0.089397323      65.881771     0.11383616
              2       49.86968    0.093332953      44.091893    0.082628449      55.901432     0.10525298
            2.2      41.010754    0.084837763      36.251418    0.075085253      45.992407    0.095664425
            2.4       32.83226    0.076097478        29.0209    0.067341254      36.831093    0.085840291
            2.6      25.420612    0.067099817      22.471455    0.059380556      28.515054    0.075679163
            2.8      19.309184     0.05859329       17.10764    0.056997124      21.584929     0.08530557
              3      14.166076    0.050285509      12.530889    0.044529835      15.881794    0.056678577
            3.2      10.236606    0.042789538      9.0549557    0.037930306      11.477738    0.048448839
            3.4      7.1715418    0.035891653      6.3445131    0.031777359      8.0398305    0.040487613
            3.6      5.0081411    0.030057266      4.4360599    0.026645692       5.605748    0.033900132
            3.8       3.473986    0.025042928      3.0750304    0.022179619      3.8933128    0.028235446
              4       3.473986    0.025042928      3.0750304    0.022179619      3.8933128    0.028235446
