#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      18.234099    0.056985867      16.142095    0.050453492      20.350822    0.064005411
            0.2       51.28302    0.094697158      45.392835    0.083864933      57.255697     0.10644698
            0.4      75.710279     0.11423978      66.998419     0.10117434      84.570639     0.12839614
            0.6      91.601208     0.12507232      81.049185     0.11087564      102.37256     0.14091099
            0.8      100.90508     0.13092096      89.261889      0.1160201      112.82673     0.14755397
              1      105.93677     0.13394821      93.678469     0.11857126      118.53346     0.15063582
            1.2      109.82465     0.13623887      97.105541     0.12287065      122.91403     0.16261199
            1.4      113.17483      0.1381806      100.01814     0.12224946      126.78281       0.155486
            1.6      117.84179      0.1408371       104.1473     0.12460676      132.03014     0.15850633
            1.8      124.50422     0.14452599      110.04687     0.12794473      139.49899     0.16285454
              2      133.84129     0.14948584      118.29883     0.13227801       149.9902     0.16828379
            2.2      146.08603     0.15570017      129.21035     0.13790619      163.58631      0.1753301
            2.4      162.00101     0.16330263      143.35956     0.14495586      181.30427     0.18454307
            2.6      182.47775     0.17240815      161.56166     0.15284755      204.10122     0.19391772
            2.8      205.31101     0.18179733      181.85902     0.16125869      229.50168      0.2045621
              3      200.25329     0.17987894      177.35015      0.1594725      223.86897     0.20242132
            3.2      66.252767     0.10742778      58.171562    0.094349727       74.84741     0.12228828
            3.4      24.814976    0.066815019       21.55285    0.058029652      28.406786    0.077356198
            3.6      10.639915    0.044213616      9.1526935    0.037964869      12.324615    0.051794827
            3.8      4.7641723    0.029789873      4.0604521    0.025328212       5.580022    0.035273753
              4      2.1862253    0.020301859       1.850156    0.017126772      2.5820704    0.024313869
            4.2      0.9819799    0.013688135     0.82169877    0.011429961      1.1759212    0.016533173
            4.4     0.43580896   0.0091584227     0.36335219   0.0076224364     0.52371751    0.011200384
            4.6     0.19807672   0.0062043744     0.16373408   0.0051096196     0.24064593   0.0076263125
            4.8    0.087255087   0.0040685252    0.071608974    0.003334727     0.10692326   0.0050182894
              5    0.087255087   0.0040685252    0.071608974    0.003334727     0.10692326   0.0050182894
