#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.9851654    0.030033519       4.241442    0.025543412      5.8653301    0.035541543
           -3.8      6.3291087    0.033792935      5.4035379    0.028847142      7.4133536    0.039818333
           -3.6      7.9597386    0.037826236      6.8131601    0.032383694      9.2936759    0.044395271
           -3.4      10.015782    0.042387618      8.5970459    0.036397023      11.653969    0.049578097
           -3.2      12.536321    0.047362629      10.797946    0.040794877      14.521793    0.055148279
             -3      15.693864    0.052897152      13.557677    0.045708302      18.109398    0.061352295
           -2.8      19.629522    0.059066884       17.01008     0.05119407      22.562373    0.068255096
           -2.6      24.328783    0.065640596      21.145517    0.057806001      27.853174    0.077733673
           -2.4      29.790491    0.072525988      25.967393    0.063241579      33.982383    0.083187716
           -2.2      36.201098    0.079779653      31.637325    0.069794801      41.153089    0.091335053
             -2      43.909488     0.08768017      38.491386    0.076914443      49.718813    0.099863262
           -1.8      52.489362    0.095636991      46.137387    0.084117283      59.223817     0.10850757
           -1.6      61.922366     0.10360639      54.590366    0.091425748      69.594146     0.11718694
           -1.4      71.827045     0.11127671      63.507353    0.098477753      80.416612     0.12527198
           -1.2      81.602346     0.11828034      72.330985     0.10495118      91.062251     0.13258805
             -1      91.669269     0.12502458      81.501079     0.11382038      101.87111     0.15008567
           -0.8      100.29898     0.13047486       89.32918     0.11636911      111.22044     0.14544552
           -0.6      107.80385     0.13500211      96.166512     0.12060001      119.29798     0.15011523
           -0.4      112.66388     0.13782819      100.60706      0.1232243      124.50298     0.15295972
           -0.2      115.63861     0.13953551      103.33315     0.12483987      127.67706     0.15474463
              0      115.86352     0.13965262      103.53156      0.1249396      127.93204     0.15480589
            0.2      112.94806     0.13799617      100.87712     0.12342341      124.79128     0.15321002
            0.4      107.80581     0.13499131      96.171847     0.12062153      119.29368     0.15013862
            0.6       100.6064     0.13066871      89.605613     0.11656085      111.55889     0.14573254
            0.8       91.44087     0.12486835      81.266098     0.11111181      101.69125     0.13953026
              1      81.789894     0.11841737      72.509596      0.1051065      91.248165     0.13284886
            1.2      71.609135     0.11112213       63.32024    0.098398647      80.160223     0.12523075
            1.4      61.978022     0.10363641      54.650078    0.091478052      69.641676     0.11708243
            1.6      52.421457     0.09557379      46.089844    0.084113697      59.126067      0.1084984
            1.8      44.016452    0.087790975      38.596052    0.077198122      49.820875     0.10060077
              2      36.587166    0.080210819      31.976943    0.070129559      41.591978    0.091661526
            2.2       29.84084    0.072583262      26.007538    0.063297285      34.047566    0.083259288
            2.4      24.185619    0.065463609      21.013546    0.056893522      27.703693    0.075454738
            2.6      19.726149    0.059233026      17.090566    0.051332311      22.679152    0.068529451
            2.8      15.738065    0.052978827      13.594562    0.045773291      18.165302    0.061485353
              3      12.641188    0.047535117      10.891868    0.040972603       14.63723    0.055393284
            3.2      10.001968    0.042365341      8.5899662    0.036385256      11.628995    0.049620574
            3.4      7.9192958    0.037743385      6.7817952    0.032332398      9.2414233    0.044336374
            3.6      6.2876115    0.033682827      5.3643155    0.028732881      7.3710841    0.039708048
            3.8      4.9721652      0.0299954      4.2336614    0.025544054      5.8434818    0.035449305
              4      4.9721652      0.0299954      4.2336614    0.025544054      5.8434818    0.035449305
