#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      2.9472419    0.023128645      2.5485438    0.019994586      3.3988961    0.026822307
           -3.8      3.8382198    0.026387614       3.325094    0.022851522      4.4161208    0.030558273
           -3.6      5.1129313    0.030399762      4.4356055    0.026370966       5.870869    0.035095634
           -3.4      6.7736297    0.034954334      5.8839355    0.030367405      7.7653228    0.040300718
           -3.2      8.7444965    0.039703366      7.6074736    0.034653624      10.003355    0.046224522
             -3      11.336555    0.045112029      9.8784976    0.039315893       12.94292    0.051780699
           -2.8      14.664389    0.051234171       12.80769     0.04475438      16.692586    0.058659354
           -2.6      18.755496    0.057812662      16.404422    0.050585671      21.308633    0.066024257
           -2.4      23.689152    0.064837949      20.764613    0.056857479      26.838815    0.073857637
           -2.2      30.067248    0.072860834      26.406122     0.06404498      33.978146    0.082766152
             -2      37.462272     0.08113327      32.960498    0.071444927      42.230211    0.091966449
           -1.8      46.766522    0.090401134      41.209856    0.079750678      52.610635     0.10231465
           -1.6      57.041449    0.099563693      50.348656    0.087972807      64.028991     0.11234126
           -1.4        68.9999     0.10914814      61.018167    0.099818954      77.239204     0.13535817
           -1.2      82.314896      0.1187965      72.836996     0.10523665      92.086698     0.13354556
             -1      96.146171     0.12794256      85.168772     0.11355064      107.39481       0.143948
           -0.8      110.03679     0.13638575      97.556493     0.12105568      122.75853     0.15297358
           -0.6      122.15952     0.14326735      108.35322     0.12725747      136.19204     0.16070826
           -0.4      131.81467     0.14846142      116.96827     0.13188209       146.8609     0.16624941
           -0.2       137.2887     0.15132822      121.85063     0.13446973      152.91219     0.16951786
              0      137.27448     0.15131392      121.83141     0.13445805      152.90859     0.16960483
            0.2      132.14623     0.14863663      117.25298     0.13202652       147.2494     0.16654986
            0.4      122.44547     0.14342797      108.61758     0.12737836      136.49916     0.16077042
            0.6      110.01536     0.13636897      97.527284     0.12102107      122.75902     0.15293814
            0.8      96.158369     0.12794406      85.171586     0.11346996      107.42627     0.14369424
              1      82.231305     0.11875592      72.777569     0.10521936       91.96606     0.13354712
            1.2      69.223878     0.10931641       61.18019    0.096739336      77.567774     0.12316525
            1.4      57.116808    0.099632216      50.416434    0.088019278      64.112293     0.11239215
            1.6      46.670486    0.090321106      41.134305    0.079688089      52.490325     0.10218181
            1.8      37.667941    0.081358845      33.149541    0.071719621      42.449953    0.092469231
              2      30.041482     0.07283357      26.378241     0.06399366      33.955931     0.08277802
            2.2      23.753012    0.064919847       20.82118    0.056943019      26.908617    0.074004685
            2.4      18.728177    0.057748161      16.393619    0.050769099      21.254371     0.06665995
            2.6      14.655614    0.051201221      12.803194    0.044779495      16.677508    0.058787244
            2.8      11.385631    0.045206286       9.924104    0.039411843      12.994256    0.051936742
              3      8.8022181    0.039839296      7.6577416    0.034650872      10.070562    0.045874962
            3.2       6.710182    0.034805176      5.8323785    0.030247366      7.6868649    0.040145947
            3.4      5.1675061    0.030595342      4.4826348    0.026550652      5.9345395    0.035382436
            3.6      3.8833522    0.026568032      3.3629509    0.022990951      4.4690593    0.030832978
            3.8      2.9247319    0.023100512      2.5303837    0.019978753      3.3701044    0.026897148
              4      2.9247319    0.023100512      2.5303837    0.019978753      3.3701044    0.026897148
