#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       18.14307    0.056876305      16.066352    0.050376727      20.238488    0.063970496
            0.2      50.974702    0.094443286      45.112838    0.083619863       56.92156      0.1062069
            0.4      75.400193     0.11402622      66.718937     0.10098479      84.237745     0.12819472
            0.6      91.099256     0.12476511      80.592704     0.11046845      101.83224     0.14026822
            0.8        100.306     0.13055862      88.715764     0.11558213      112.18504     0.14683002
              1      105.57951     0.13374669      93.345091     0.11837591       118.1622      0.1504428
            1.2      109.18382     0.13588078      96.533044     0.12057135      122.21633     0.15382393
            1.4      113.15394     0.13816968      100.00287     0.12227713       126.7544     0.15564197
            1.6      117.55894     0.14068114      103.89486     0.12446971      131.71426     0.15838867
            1.8      124.46478     0.14450023      109.99767      0.1278616      139.47762     0.16269534
              2       133.3741     0.14924645      117.90609     0.13209796      149.42828     0.16798793
            2.2      146.40238     0.15585739      129.47311     0.13799868      163.96883      0.1754076
            2.4      162.77801     0.16365394      144.05875     0.14507312      182.15959     0.18431603
            2.6      183.17074     0.17268193       162.1977     0.15313539      204.84021     0.19436897
            2.8       205.6474     0.18190567      182.18063     0.16136875      229.84177     0.20459515
              3      201.30194     0.18024947      178.28195     0.16153235       225.0235     0.20979085
            3.2      66.555449     0.10769824      58.449322    0.094768562      75.164256     0.12317807
            3.4      24.926496    0.066928506      21.651218    0.058103496      28.533913    0.077301137
            3.6      10.710614    0.044337834      9.2119011    0.038174813      12.407953    0.052270824
            3.8      4.7544541    0.029866025      4.0518428    0.025374684      5.5693847    0.035391664
              4      2.1789013    0.020236498      1.8405207    0.017055042      2.5798415    0.024223097
            4.2      0.9731744    0.013667806     0.81657317    0.011423822      1.1610148    0.016501822
            4.4     0.42775648   0.0091099825     0.35671638   0.0075658697     0.51406517     0.01109487
            4.6     0.19791517   0.0061848142      0.1635158   0.0051082407     0.24055581   0.0075605674
            4.8    0.076661483   0.0038105811    0.062950174   0.0031266489      0.0938251   0.0046931772
              5    0.076661483   0.0038105811    0.062950174   0.0031266489      0.0938251   0.0046931772
