#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.10530914   0.0045067239    0.087068996   0.0037106952     0.12779379   0.0055441234
           -3.8     0.19773941   0.0060957267     0.16309378   0.0050181133     0.24083563   0.0074829902
           -3.6     0.34120289   0.0080146865     0.28372001   0.0066756994     0.41157545     0.00980359
           -3.4     0.62285591    0.010803252     0.52141021   0.0090245582     0.74508807     0.01305411
           -3.2      1.0916454    0.014291211     0.91908949    0.012011309      1.2971246    0.017196415
             -3      1.8219623    0.018433154      1.5425878    0.015566009      2.1510543    0.021997179
           -2.8      2.9911912    0.023508764      2.5455217    0.019986516      3.5092091    0.027907598
           -2.6      4.7916733     0.02970786      4.1051606    0.025408758      5.5757548     0.03501936
           -2.4      7.5472307    0.037081453       6.500077    0.031899403      8.7274533    0.043241011
           -2.2      11.654405    0.045898556      10.091677    0.039742036      13.389104    0.053195244
             -2      17.573807    0.056143694      15.287759    0.048830981      20.076429     0.06459077
           -1.8      26.105263    0.068091794      22.823238    0.059559575      29.639943    0.077905933
           -1.6      38.058931    0.081844739       33.40412    0.071860112      43.006672    0.093025384
           -1.4      54.165293    0.097120109      47.702246    0.085605837      60.949885     0.10992831
           -1.2      75.149174     0.11373341      66.353526     0.10053756      84.296799     0.12824399
             -1      101.28151     0.13112881      89.612547     0.11854613      113.29986     0.15718321
           -0.8      131.01014     0.14799355      116.04625     0.13127917      146.37384     0.16627967
           -0.6      161.15114     0.16285544      142.85376      0.1445428      179.86797     0.18272885
           -0.4      187.24866     0.17435741      166.05112       0.154847      208.90509     0.19567897
           -0.2      201.86407     0.18035372      179.05704     0.16016178      225.12346     0.20221463
              0      201.75309      0.1803133      178.96185     0.16016902      224.99957     0.20220844
            0.2      186.68893     0.17412722      165.56613      0.1546194      208.25126     0.19535192
            0.4      161.21592     0.16288255      142.90458     0.14464207      179.95446     0.18309472
            0.6      130.98774     0.14798789      116.00926     0.13121995      146.38038      0.1662316
            0.8      101.38766     0.13120149      89.686161     0.11651184      113.46724     0.14856977
              1      75.091569     0.11369449      66.295704     0.10050467      84.242499     0.12831362
            1.2      54.208495    0.097159884      47.745858    0.085652832      60.990393     0.10994571
            1.4       38.04691     0.08182158      33.390147    0.071839347      42.995751    0.093056184
            1.6      26.221714     0.06828193      22.925724    0.059705178      29.768515    0.078047914
            1.8      17.636093    0.056221891      15.340965    0.048890656      20.148167     0.06474285
              2      11.692324    0.046011381      10.124737    0.039817526       13.43121    0.053375277
            2.2      7.5996921    0.037218289      6.5531313    0.032212641      8.7730781    0.044124059
            2.4      4.7941264    0.029645862      4.1061238    0.025388418      5.5807911    0.034992961
            2.6      2.9500372    0.023365697      2.5122971    0.019857939      3.4580252    0.027690151
            2.8      1.8119098    0.018326446      1.5343928    0.015493157      2.1386369    0.021847403
              3      1.0768593    0.014135844     0.90728942    0.011890247      1.2787316    0.016930256
            3.2     0.63746421    0.010905036     0.53339447   0.0091094593     0.76326889    0.013198462
            3.4     0.33797017   0.0079500054      0.2810877   0.0066014603      0.4074113   0.0096591934
            3.6     0.18208779    0.005875062     0.15082821   0.0048561852      0.2207151   0.0071835643
            3.8     0.10430397   0.0044583454    0.086109226   0.0036684286     0.12681849   0.0054800836
              4     0.10430397   0.0044583454    0.086109226   0.0036684286     0.12681849   0.0054800836
