#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.4945653    0.024963029      3.0987004    0.022163626      3.8969035    0.027965537
           -3.8      5.1371505    0.030252089      4.5588947     0.02688437      5.7235508    0.033823093
           -3.6      7.2889615    0.036032308      6.4744175    0.032050195       8.111339     0.04035923
           -3.4      10.273788    0.042722684      9.1181944    0.037969188      11.446648    0.047789557
           -3.2      14.334721    0.050416165      12.721944    0.044803367      15.973845    0.056392437
             -3      19.271616    0.058398005      17.108305    0.051909979      21.469025    0.065398301
           -2.8      25.442281    0.066996914      22.575704     0.05953052      28.363772    0.075071588
           -2.6      32.668359    0.075799163      28.983037    0.067335059      36.428488    0.084952298
           -2.4      40.591185    0.084328502      36.010171    0.075030965      45.270652    0.094981446
           -2.2      49.386216    0.092805199      43.788734    0.082398253      55.122328     0.10413823
             -2      58.359382     0.10066068      51.707462    0.089305819       65.19717     0.11307429
           -1.8      66.692359     0.10739259      59.053838     0.09519696      74.562917     0.12063987
           -1.6      73.999448     0.11292594      65.476797     0.10012577      82.806239     0.12734745
           -1.4      80.098815     0.11731828      70.815151     0.10382374      89.720319     0.13203582
           -1.2      84.803021      0.1205948      74.911203     0.10662185      95.080626     0.13589512
             -1      87.775109     0.12262431       77.50326     0.10836832      98.456691     0.13839149
           -0.8      89.190926     0.12359172       78.70158     0.10949182      100.10888     0.14060681
           -0.6      89.796235     0.12402507      79.200455      0.1094799        100.841     0.14020513
           -0.4      89.711984     0.12395336      79.079108     0.10938785      100.81623     0.14023376
           -0.2       89.24981     0.12368651      78.679673     0.10916721      100.27535     0.14008873
              0      89.391817     0.12377481      78.798495     0.10920832      100.44981     0.14010822
            0.2      89.504324     0.12385017       78.90469      0.1092724      100.56922      0.1400281
            0.4      89.420453     0.12377057      78.854641      0.1092217      100.44406     0.13984544
            0.6      89.100489     0.12354351      78.618308     0.10910932      100.02083     0.13960005
            0.8      87.612608     0.12252782      77.337665     0.10824668      98.306521     0.13829446
              1      84.835722      0.1206214      74.938533     0.10664371      95.119609     0.13598095
            1.2       80.33914      0.1174939       71.03209     0.10404506      89.979905     0.13250003
            1.4      73.943019     0.11288869      65.423869    0.099990002      82.746971     0.12703069
            1.6      66.586164     0.10730622      58.953911     0.09512729      74.454685     0.12062459
            1.8        58.2087     0.10053108      51.569967    0.089162428      65.036884     0.11284337
              2      49.309552    0.092722296       43.69543    0.082263156      55.078103     0.10399368
            2.2      40.705324    0.084437967      36.096105    0.074964938       45.42408    0.094619232
            2.4      32.660005    0.075780281      28.978986    0.067324402      36.414244    0.084860635
            2.6      25.440856    0.067004295      22.574261     0.05952576      28.362819    0.075003042
            2.8      19.234671    0.058342511      17.071885    0.051856937      21.433999    0.065357509
              3      14.214004    0.050223798      12.618278    0.044655712      15.832008    0.056235886
            3.2      10.325811    0.042838783      9.1661805    0.038083885      11.502242    0.047947548
            3.4      7.3205363    0.036098534      6.5167545       0.039754      8.1094992    0.067317496
            3.6      5.0779522    0.030085483      4.5071914    0.026744152      5.6566329    0.033655457
            3.8      3.5540767    0.025173117      3.1530098    0.022359219      3.9614446    0.028178829
              4      3.5540767    0.025173117      3.1530098    0.022359219      3.9614446    0.028178829
