#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.9937058    0.023169753      2.6267204    0.020349287      3.4022559    0.026505585
            0.2       8.802637    0.039545048      7.7373209    0.034825347      9.9794429    0.045013996
            0.4      14.527045    0.050713551      12.787255    0.044738824      16.433216    0.057581005
            0.6      20.232485     0.05977747      17.833703    0.052774212      22.840882    0.067704303
            0.8      25.921306    0.067565804      22.874696    0.059735365      29.213503    0.076469288
              1      32.082923     0.07505623      28.323415    0.066366192      36.130298    0.084779829
            1.2      39.041994    0.082660681      34.494159    0.073145688      43.909849    0.093264947
            1.4      47.554706    0.091035198       42.06042    0.080673185      53.391431     0.10265926
            1.6      58.361281     0.10057721      51.652414    0.089137992      65.444352     0.11312689
            1.8      72.931914     0.11202081      64.591903    0.099351282      81.674891     0.12584254
              2      93.062175     0.12589212      82.484142     0.11173104       104.0529     0.14119622
            2.2      121.95156     0.14304924      108.23009     0.12719428      136.04146     0.16035513
            2.4      163.83215     0.16399085      145.55649     0.14775674      182.35808     0.19104413
            2.6      223.27636     0.18844373      198.56749      0.1678313      248.02492     0.21036333
            2.8      300.71246     0.21405794      267.73199     0.19081955      333.29305     0.23864791
              3      346.22643     0.22678722      308.13678     0.20209499      383.72154     0.25332782
            3.2      175.22567     0.16937343       154.4241     0.14941825      196.75884     0.19185692
            3.4      100.72654     0.13104428      88.026743     0.11466443      114.37179      0.1503793
            3.6      63.664696     0.10523572      55.287828    0.091812779      72.889623     0.12250919
            3.8      42.162777    0.086193852      36.419429    0.074487878      48.611597      0.1002868
              4      28.512504     0.07118824       24.50244    0.061173363      33.094275    0.083139467
            4.2      19.710621    0.059411695      16.868895    0.050824142      23.000334    0.069783628
            4.4      13.729061    0.049796167      11.709316    0.042478971      16.091563    0.058943683
            4.6      9.6964597    0.041992454      8.2411682    0.035681111      11.415273    0.049805682
            4.8      6.9875127      0.0358145      5.9116341    0.030270507      8.2736849    0.042687292
              5      6.9875127      0.0358145      5.9116341    0.030270507      8.2736849    0.042687292
