#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    -0.56794058              0    -0.57163655              0    -0.56424461              0
            0.2    -0.91318559              0    -0.91804497              0    -0.90832621              0
            0.4    -0.97700596              0    -0.98259855              0    -0.97141337              0
            0.6     -1.0173574              0     -1.0227621              0     -1.0119527              0
            0.8     -1.0895083              0     -1.0948099              0     -1.0842067              0
              1     -1.2118064              0     -1.2171712              0     -1.2064416              0
            1.2     -1.3610055              0      -1.366348              0      -1.355663              0
            1.4     -1.6100694              0     -1.6154446              0     -1.6046942              0
            1.6     -1.9169818              0     -1.9226886              0      -1.911275              0
            1.8     -2.3481906              0     -2.3542684              0     -2.3421128              0
              2     -2.9511429              0     -2.9584655              0     -2.9438203              0
            2.2      -3.803797              0     -3.8109415              0     -3.7966525              0
            2.4     -5.0909416              0     -5.0992154              0     -5.0826678              0
            2.6     -7.1584261              0     -7.1682997              0     -7.1485525              0
            2.8     -10.855615              0     -10.866964              0     -10.844266              0
              3     -14.919227              0     -14.935952              0     -14.902502              0
            3.2    -0.66088996              0    -0.66600477              0    -0.65577515              0
            3.4   -0.036912776              0   -0.039661244              0   -0.034164308              0
            3.6    0.009353218              0    0.007544098              0    0.011162338              0
            3.8    0.012819979              0    0.011605763              0    0.014034195              0
              4   0.0083545944              0   0.0074792329              0   0.0092299559              0
            4.2   0.0051973691              0   0.0045854232              0   0.0058093149              0
            4.4   0.0030309972              0   0.0025280764              0    0.003533918              0
            4.6   0.0013287208              0   0.0011165803              0   0.0015408612              0
            4.8  0.00077097777              0  0.00053127363              0   0.0010106819              0
              5  0.00077097777              0  0.00053127363              0   0.0010106819              0
