#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     -1.6839931              0     -1.6874518              0     -1.6805344              0
           -3.8      -1.607705              0     -1.6112468              0     -1.6041632              0
           -3.6     -1.5088965              0      -1.512423              0       -1.50537              0
           -3.4     -1.3856904              0     -1.3893189              0     -1.3820619              0
           -3.2     -1.2393779              0     -1.2430189              0     -1.2357369              0
             -3     -1.0903088              0     -1.0940657              0     -1.0865519              0
           -2.8    -0.93777111              0     -0.9415597              0    -0.93398252              0
           -2.6    -0.79133265              0    -0.79515484              0    -0.78751046              0
           -2.4     -0.6431421              0    -0.64695751              0    -0.63932669              0
           -2.2     -0.5176243              0    -0.52148896              0    -0.51375964              0
             -2     -0.4062242              0    -0.40998193              0    -0.40246647              0
           -1.8    -0.29620039              0    -0.30008024              0    -0.29232054              0
           -1.6    -0.20578752              0    -0.20958331              0    -0.20199173              0
           -1.4    -0.13250487              0    -0.13610806              0    -0.12890168              0
           -1.2   -0.074537711              0   -0.078075186              0   -0.071000236              0
             -1    -0.02748771              0    -0.03116815              0    -0.02380727              0
           -0.8    0.016965371              0      0.0133877              0    0.020543042              0
           -0.6    0.031479106              0    0.028056091              0    0.034902121              0
           -0.4    0.047768123              0    0.044280037              0    0.051256209              0
           -0.2    0.049552312              0    0.046228956              0    0.052875668              0
              0    0.057283786              0    0.053902161              0     0.06066541              0
            0.2    0.044526109              0      0.0412074              0    0.047844818              0
            0.4    0.036405078              0    0.032952461              0    0.039857695              0
            0.6    0.013691415              0    0.010088918              0    0.017293912              0
            0.8   -0.024582516              0   -0.028101996              0   -0.021063036              0
              1   -0.073044831              0   -0.076684549              0   -0.069405113              0
            1.2    -0.13190317              0    -0.13564677              0    -0.12815957              0
            1.4    -0.21776379              0    -0.22147515              0    -0.21405243              0
            1.6    -0.30025282              0    -0.30402867              0    -0.29647697              0
            1.8    -0.40616429              0    -0.40997722              0    -0.40235136              0
              2    -0.52693116              0    -0.53065456              0    -0.52320776              0
            2.2     -0.6493414              0    -0.65311446              0    -0.64556834              0
            2.4    -0.78985891              0    -0.79363994              0    -0.78607788              0
            2.6    -0.93313328              0    -0.93687666              0     -0.9293899              0
            2.8     -1.0918994              0     -1.0958511              0     -1.0879477              0
              3     -1.2414678              0     -1.2456707              0     -1.2372649              0
            3.2      -1.387983              0     -1.3916502              0     -1.3843158              0
            3.4     -1.5150765              0     -1.5189803              0     -1.5111727              0
            3.6     -1.6154729              0     -1.6191425              0     -1.6118033              0
            3.8     -1.6839597              0     -1.6876963              0     -1.6802231              0
              4     -1.6839597              0     -1.6876963              0     -1.6802231              0
