#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0021397971              0   0.0018853619              0   0.0023942323              0
           -3.8   0.0029137404              0   0.0026020967              0   0.0032253841              0
           -3.6    0.004947758              0   0.0044805619              0   0.0054149541              0
           -3.4   0.0069049598              0    0.006328136              0   0.0074817836              0
           -3.2    0.011408254              0    0.010646634              0    0.012169874              0
             -3    0.021146136              0    0.020028458              0    0.022263814              0
           -2.8    0.028531285              0    0.027288585              0    0.029773985              0
           -2.6    0.045287639              0    0.043841251              0    0.046734027              0
           -2.4    0.066002522              0    0.064282471              0    0.067722573              0
           -2.2     0.10019183              0      0.0982146              0     0.10216906              0
             -2     0.14835338              0     0.14594937              0     0.15075739              0
           -1.8     0.20613432              0     0.20349783              0     0.20877081              0
           -1.6     0.26915196              0     0.26625633              0     0.27204759              0
           -1.4     0.33256335              0     0.32917226              0     0.33595444              0
           -1.2     0.34045563              0     0.33665518              0     0.34425608              0
             -1     0.22832162              0     0.22401649              0     0.23262675              0
           -0.8    -0.17740356              0    -0.18222662              0     -0.1725805              0
           -0.6     -1.3097126              0     -1.3153352              0       -1.30409              0
           -0.4     -4.4694287              0     -4.4764958              0     -4.4623616              0
           -0.2     -25.063745              0     -25.080797              0     -25.046693              0
              0     -25.085694              0     -25.102653              0     -25.068735              0
            0.2     -4.4737022              0     -4.4807703              0     -4.4666341              0
            0.4     -1.3159816              0      -1.321677              0     -1.3102862              0
            0.6    -0.17936435              0    -0.18415922              0    -0.17456948              0
            0.8     0.22073433              0     0.21650542              0     0.22496324              0
              1     0.34179112              0     0.33804363              0     0.34553861              0
            1.2     0.32786255              0     0.32456607              0     0.33115903              0
            1.4     0.26895196              0     0.26595414              0     0.27194978              0
            1.6     0.20156121              0     0.19893545              0     0.20418697              0
            1.8     0.14615591              0     0.14378147              0     0.14853035              0
              2     0.10203129              0    0.099990912              0     0.10407167              0
            2.2    0.068740243              0    0.067022316              0     0.07045817              0
            2.4    0.046606565              0    0.045007064              0    0.048206066              0
            2.6    0.031219019              0    0.029900072              0    0.032537966              0
            2.8    0.019926024              0    0.018853376              0    0.020998672              0
              3     0.01165148              0    0.010884313              0    0.012418647              0
            3.2   0.0088406396              0   0.0081276519              0   0.0095536273              0
            3.4   0.0050307099              0   0.0046043919              0   0.0054570279              0
            3.6   0.0033035339              0   0.0028881484              0   0.0037189194              0
            3.8   0.0021760663              0   0.0019328214              0   0.0024193113              0
              4   0.0021760663              0   0.0019328214              0   0.0024193113              0
