# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3     -7.6009272              0     -7.6127667              0     -7.5890877              0
            3.2     -44.334596              0     -44.357359              0     -44.311833              0
            3.4     -5.3573438              0     -5.3682756              0      -5.346412              0
            3.6    -0.71601256              0      -0.723151              0    -0.70887412              0
            3.8    -0.15512954              0    -0.16024178              0     -0.1500173              0
              4   -0.060309547              0   -0.064171347              0   -0.056447747              0
            4.2   -0.039592581              0   -0.042603084              0   -0.036582078              0
            4.4   -0.034011705              0   -0.036382697              0   -0.031640713              0
            4.6    -0.03502243              0   -0.036919027              0   -0.033125833              0
            4.8   -0.022092425              0   -0.023725256              0   -0.020459594              0
              5   -0.022092425              0   -0.023725256              0   -0.020459594              0
