#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00067109105              0  0.00048320285              0  0.00085897925              0
           -3.8   0.0013864709              0   0.0011437803              0   0.0016291615              0
           -3.6   0.0023527741              0     0.00203271              0   0.0026728382              0
           -3.4   0.0031955479              0    0.002830068              0   0.0035610278              0
           -3.2   0.0046544094              0   0.0040914099              0   0.0052174089              0
             -3   0.0075071929              0   0.0068635922              0   0.0081507936              0
           -2.8    0.010592974              0   0.0098369746              0    0.011348973              0
           -2.6    0.016948724              0    0.016053447              0    0.017844001              0
           -2.4    0.023650487              0    0.022517355              0    0.024783619              0
           -2.2    0.031010862              0    0.029686319              0    0.032335405              0
             -2    0.039970305              0    0.038361843              0    0.041578767              0
           -1.8    0.044139436              0    0.042243439              0    0.046035433              0
           -1.6    0.041325774              0    0.038859176              0    0.043792372              0
           -1.4  -0.0016838936              0  -0.0046846438              0   0.0013168566              0
           -1.2    -0.12568518              0    -0.12937037              0    -0.12199999              0
             -1    -0.42300379              0    -0.42748995              0    -0.41851763              0
           -0.8     -1.0953138              0     -1.1008895              0     -1.0897381              0
           -0.6     -2.5810099              0     -2.5881291              0     -2.5738907              0
           -0.4     -6.0544447              0     -6.0633354              0      -6.045554              0
           -0.2     -19.215812              0     -19.231804              0      -19.19982              0
              0     -19.168454              0     -19.185138              0      -19.15177              0
            0.2     -6.0649378              0     -6.0737297              0     -6.0561459              0
            0.4     -2.5516767              0     -2.5589099              0     -2.5444435              0
            0.6     -1.0923454              0     -1.0979031              0     -1.0867877              0
            0.8    -0.41775359              0      -0.422308              0    -0.41319918              0
              1    -0.11404549              0    -0.11772965              0    -0.11036133              0
            1.2  -0.0029636109              0  -0.0058815107              0   -4.57111e-05              0
            1.4    0.036281163              0    0.033966085              0    0.038596241              0
            1.6    0.043174795              0    0.041286079              0    0.045063511              0
            1.8    0.041354924              0     0.03973192              0    0.042977928              0
              2    0.034722808              0      0.0331025              0    0.036343116              0
            2.2    0.024174925              0    0.023090122              0    0.025259728              0
            2.4    0.016878465              0    0.015834493              0    0.017922437              0
            2.6    0.011608378              0    0.010822673              0    0.012394083              0
            2.8   0.0088307693              0   0.0081324375              0   0.0095291011              0
              3   0.0060140309              0   0.0054240486              0   0.0066040132              0
            3.2   0.0030820294              0   0.0027736961              0   0.0033903627              0
            3.4   0.0021838167              0   0.0018912261              0   0.0024764073              0
            3.6   0.0014481332              0   0.0012556216              0   0.0016406448              0
            3.8   0.0010421001              0  0.00086547064              0   0.0012187296              0
              4   0.0010421001              0  0.00086547064              0   0.0012187296              0
