#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    -0.56910812              0    -0.57273569              0    -0.56548055              0
            0.2     -0.9149138              0     -0.9198619              0     -0.9099657              0
            0.4    -0.98450873              0    -0.98983249              0    -0.97918497              0
            0.6     -1.0163105              0     -1.0216873              0     -1.0109337              0
            0.8     -1.0781627              0     -1.0835948              0     -1.0727306              0
              1     -1.1948855              0     -1.2002055              0     -1.1895655              0
            1.2     -1.3610119              0     -1.3663801              0     -1.3556437              0
            1.4     -1.5995767              0     -1.6059659              0     -1.5931875              0
            1.6     -1.9044014              0     -1.9103741              0     -1.8984287              0
            1.8     -2.3549718              0      -2.361272              0     -2.3486716              0
              2     -2.9462872              0     -2.9527134              0      -2.939861              0
            2.2     -3.8066468              0     -3.8138979              0     -3.7993957              0
            2.4     -5.1104821              0     -5.1184898              0     -5.1024744              0
            2.6     -7.1544181              0      -7.164044              0     -7.1447922              0
            2.8     -10.862379              0     -10.873707              0     -10.851051              0
              3     -14.931092              0     -14.947911              0     -14.914273              0
            3.2    -0.66587833              0    -0.67102633              0    -0.66073033              0
            3.4   -0.036195034              0   -0.038963081              0   -0.033426987              0
            3.6    0.011617246              0   0.0097632967              0    0.013471195              0
            3.8    0.011999236              0    0.010646315              0    0.013352157              0
              4   0.0080587166              0   0.0071224862              0    0.008994947              0
            4.2   0.0048509147              0   0.0042845725              0   0.0054172569              0
            4.4   0.0034690288              0   0.0029536106              0    0.003984447              0
            4.6   0.0011838107              0  0.00078655069              0   0.0015810707              0
            4.8  0.00090428525              0  0.00067321211              0   0.0011353584              0
              5  0.00090428525              0  0.00067321211              0   0.0011353584              0
