#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00022702777              0     5.0114e-07              0   0.0004535544              0
           -3.8  -0.0056282819              0  -0.0061828385              0  -0.0050737253              0
           -3.6   -0.099711015              0    -0.10102808              0   -0.098393946              0
           -3.4    -0.97226444              0    -0.97565985              0    -0.96886903              0
           -3.2     -1.7479782              0     -1.7524978              0     -1.7434586              0
             -3     -1.8931461              0      -1.898049              0     -1.8882432              0
           -2.8     -1.8740282              0     -1.8789007              0     -1.8691557              0
           -2.6     -1.8614075              0     -1.8677453              0     -1.8550697              0
           -2.4     -1.8124874              0     -1.8182135              0     -1.8067613              0
           -2.2     -1.7795588              0     -1.7849563              0     -1.7741613              0
             -2     -1.7427568              0     -1.7480507              0     -1.7374629              0
           -1.8     -1.7442292              0     -1.7499865              0     -1.7384719              0
           -1.6     -1.7165709              0     -1.7220354              0     -1.7111064              0
           -1.4     -1.7180592              0     -1.7240663              0     -1.7120521              0
           -1.2     -1.7115469              0     -1.7172352              0     -1.7058586              0
             -1      -1.709815              0     -1.7155475              0     -1.7040825              0
           -0.8     -1.7083893              0      -1.713863              0     -1.7029156              0
           -0.6     -1.7072548              0     -1.7126679              0     -1.7018417              0
           -0.4     -1.6917667              0     -1.6976533              0     -1.6858801              0
           -0.2     -1.7044083              0     -1.7100559              0     -1.6987607              0
              0     -1.7070987              0     -1.7128073              0     -1.7013901              0
            0.2     -1.6993211              0     -1.7048938              0     -1.6937484              0
            0.4     -1.6970722              0     -1.7026058              0     -1.6915386              0
            0.6      -1.698136              0     -1.7041819              0     -1.6920901              0
            0.8     -1.7109495              0     -1.7168976              0     -1.7050014              0
              1     -1.7197311              0     -1.7254555              0     -1.7140067              0
            1.2     -1.7112168              0     -1.7168794              0     -1.7055542              0
            1.4     -1.7320601              0     -1.7380139              0     -1.7261063              0
            1.6     -1.7435163              0     -1.7491396              0      -1.737893              0
            1.8     -1.7671369              0     -1.7726036              0     -1.7616702              0
              2     -1.7882857              0     -1.7937067              0     -1.7828647              0
            2.2     -1.8236673              0     -1.8293028              0     -1.8180318              0
            2.4     -1.8537307              0     -1.8594752              0     -1.8479862              0
            2.6       -1.87796              0     -1.8830611              0     -1.8728589              0
            2.8     -1.8832568              0     -1.8893423              0     -1.8771713              0
              3     -1.7606379              0      -1.765585              0     -1.7556908              0
            3.2    -0.96653781              0    -0.96976495              0    -0.96331067              0
            3.4    -0.10209861              0    -0.10337782              0     -0.1008194              0
            3.6   -0.005838074              0  -0.0063777394              0  -0.0052984085              0
            3.8  0.00094495077              0  0.00070407893              0   0.0011858226              0
              4  0.00094495077              0  0.00070407893              0   0.0011858226              0
