#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     -1.6783731              0     -1.6818421              0     -1.6749041              0
           -3.8     -1.6159217              0     -1.6194923              0     -1.6123511              0
           -3.6     -1.5058428              0     -1.5093743              0     -1.5023113              0
           -3.4     -1.3838703              0     -1.3874904              0     -1.3802502              0
           -3.2     -1.2392761              0     -1.2429816              0     -1.2355706              0
             -3     -1.0886387              0       -1.09243              0     -1.0848474              0
           -2.8    -0.93826063              0    -0.94206286              0     -0.9344584              0
           -2.6    -0.78700464              0    -0.79078314              0    -0.78322614              0
           -2.4    -0.64949776              0    -0.65330727              0    -0.64568825              0
           -2.2    -0.51578227              0    -0.51965903              0    -0.51190551              0
             -2    -0.40221177              0    -0.40603711              0    -0.39838643              0
           -1.8    -0.30033149              0     -0.3041133              0    -0.29654968              0
           -1.6    -0.20495085              0    -0.20875535              0    -0.20114635              0
           -1.4    -0.13344346              0    -0.13710288              0    -0.12978404              0
           -1.2   -0.072091468              0   -0.075748319              0   -0.068434617              0
             -1   -0.028750921              0   -0.032377161              0   -0.025124681              0
           -0.8   0.0065482755              0   0.0030598361              0    0.010036715              0
           -0.6     0.02631416              0    0.022965169              0    0.029663151              0
           -0.4    0.046740317              0    0.043272224              0     0.05020841              0
           -0.2     0.05751566              0    0.054104254              0    0.060927066              0
              0     0.05295216              0    0.049588832              0    0.056315488              0
            0.2    0.045218655              0    0.041901494              0    0.048535816              0
            0.4    0.031237277              0    0.027814911              0    0.034659643              0
            0.6    0.011872995              0   0.0082999083              0    0.015446082              0
            0.8   -0.021399923              0    -0.02492783              0   -0.017872016              0
              1   -0.073726424              0   -0.077281776              0   -0.070171072              0
            1.2    -0.13049611              0    -0.13411051              0    -0.12688171              0
            1.4    -0.20743477              0    -0.21120242              0    -0.20366712              0
            1.6    -0.29650801              0     -0.3003927              0    -0.29262332              0
            1.8    -0.40348463              0    -0.40724366              0     -0.3997256              0
              2    -0.52843831              0    -0.53216512              0     -0.5247115              0
            2.2    -0.65066473              0    -0.65443002              0    -0.64689944              0
            2.4    -0.78947938              0    -0.79329741              0    -0.78566135              0
            2.6    -0.93647949              0    -0.94022714              0    -0.93273184              0
            2.8     -1.0909043              0     -1.0948638              0     -1.0869448              0
              3     -1.2375603              0     -1.2417872              0     -1.2333334              0
            3.2     -1.3871298              0      -1.390803              0     -1.3834566              0
            3.4     -1.5141598              0     -1.5180548              0     -1.5102648              0
            3.6     -1.6151625              0     -1.6187754              0     -1.6115496              0
            3.8     -1.6836545              0     -1.6873736              0     -1.6799354              0
              4     -1.6836545              0     -1.6873736              0     -1.6799354              0
