# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0   -0.038343326              0   -0.040825899              0   -0.035860753              0
            0.2     -0.1484595              0    -0.15232469              0    -0.14459431              0
            0.4    -0.28483937              0    -0.28919834              0     -0.2804804              0
            0.6    -0.44528789              0    -0.44978548              0     -0.4407903              0
            0.8    -0.62773922              0    -0.63243066              0    -0.62304778              0
              1    -0.84428472              0    -0.84914102              0    -0.83942842              0
            1.2     -1.0856332              0     -1.0906122              0     -1.0806542              0
            1.4     -1.3494848              0     -1.3555748              0     -1.3433948              0
            1.6     -1.6712842              0     -1.6768603              0     -1.6657081              0
            1.8      -2.080787              0     -2.0865899              0     -2.0749841              0
              2     -2.6242191              0     -2.6310541              0     -2.6173841              0
            2.2     -3.3658154              0     -3.3726072              0     -3.3590236              0
            2.4     -4.4503324              0     -4.4579415              0     -4.4427233              0
            2.6     -6.1298453              0      -6.138748              0     -6.1209426              0
            2.8     -8.9467132              0      -8.957355              0     -8.9360714              0
              3     -13.190114              0      -13.20319              0     -13.177038              0
            3.2      -7.196483              0     -7.2099597              0     -7.1830063              0
            3.4     -1.8595424              0     -1.8655413              0     -1.8535435              0
            3.6    -0.80226251              0    -0.80605306              0    -0.79847196              0
            3.8    -0.44244292              0    -0.44534197              0    -0.43954387              0
              4    -0.27203134              0    -0.27436459              0    -0.26969809              0
            4.2    -0.17844733              0    -0.18027185              0    -0.17662281              0
            4.4     -0.1209889              0    -0.12247244              0    -0.11950536              0
            4.6   -0.086201215              0   -0.087545774              0   -0.084856656              0
            4.8   -0.059083062              0   -0.060228236              0   -0.057937888              0
              5   -0.059083062              0   -0.060228236              0   -0.057937888              0
