#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     -8.0195689              0      -8.033044              0     -8.0060938              0
            0.2     -4.9093214              0      -4.916801              0     -4.9018418              0
            0.4     -3.9400882              0     -3.9465383              0     -3.9336381              0
            0.6     -3.4414485              0     -3.4475554              0     -3.4353416              0
            0.8     -3.1529559              0     -3.1587064              0     -3.1472054              0
              1     -2.9978753              0     -3.0033593              0     -2.9923913              0
            1.2     -2.9644481              0     -2.9698853              0     -2.9590109              0
            1.4     -2.9913019              0     -2.9967186              0     -2.9858852              0
            1.6     -3.0931673              0     -3.0986239              0     -3.0877107              0
            1.8     -3.2489569              0      -3.255346              0     -3.2425678              0
              2     -3.4417487              0     -3.4476625              0     -3.4358349              0
            2.2     -3.6699186              0     -3.6764538              0     -3.6633834              0
            2.4     -3.8098271              0     -3.8172788              0     -3.8023754              0
            2.6     -3.7760862              0     -3.7853929              0     -3.7667795              0
            2.8     -3.2606424              0     -3.2720657              0     -3.2492191              0
              3     -1.7305143              0     -1.7429917              0     -1.7180369              0
            3.2     -1.7305143              0     -1.7429917              0     -1.7180369              0
