#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     -1.5232719              0     -1.5269686              0     -1.5195752              0
           -3.8     -1.5319959              0      -1.535785              0     -1.5282068              0
           -3.6     -1.5098186              0     -1.5138472              0       -1.50579              0
           -3.4     -1.4560426              0     -1.4600352              0       -1.45205              0
           -3.2     -1.3847657              0     -1.3889827              0     -1.3805487              0
             -3     -1.2923031              0     -1.2964393              0     -1.2881669              0
           -2.8      -1.188168              0     -1.1923523              0     -1.1839837              0
           -2.6     -1.0715059              0     -1.0758079              0     -1.0672039              0
           -2.4    -0.97087651              0    -0.97516155              0    -0.96659147              0
           -2.2    -0.86349545              0     -0.8677292              0     -0.8592617              0
             -2    -0.76340506              0    -0.76756731              0    -0.75924281              0
           -1.8    -0.66139104              0    -0.66549525              0    -0.65728683              0
           -1.6    -0.56868738              0    -0.57268248              0    -0.56469228              0
           -1.4    -0.48544082              0    -0.48933677              0    -0.48154487              0
           -1.2    -0.41793393              0    -0.42161118              0    -0.41425668              0
             -1    -0.35229172              0    -0.35596895              0    -0.34861449              0
           -0.8     -0.3002352              0    -0.30378779              0    -0.29668261              0
           -0.6    -0.27068344              0    -0.27406061              0    -0.26730627              0
           -0.4    -0.24575576              0    -0.24931018              0    -0.24220134              0
           -0.2    -0.22611098              0    -0.22955066              0     -0.2226713              0
              0    -0.23279024              0    -0.23631443              0    -0.22926605              0
            0.2    -0.24629001              0    -0.24971866              0    -0.24286136              0
            0.4    -0.26059099              0     -0.2641035              0    -0.25707848              0
            0.6    -0.31000133              0    -0.31353218              0    -0.30647048              0
            0.8     -0.3489669              0    -0.35265077              0    -0.34528304              0
              1    -0.41418513              0    -0.41795839              0    -0.41041187              0
            1.2    -0.48471825              0    -0.48858863              0    -0.48084787              0
            1.4    -0.56421126              0     -0.5682758              0    -0.56014672              0
            1.6    -0.66439144              0    -0.66847322              0    -0.66030966              0
            1.8    -0.76572016              0    -0.76986548              0    -0.76157484              0
              2     -0.8641097              0    -0.86903353              0    -0.85918587              0
            2.2    -0.97301945              0    -0.97730026              0    -0.96873864              0
            2.4     -1.0787243              0     -1.0830521              0     -1.0743965              0
            2.6     -1.1886851              0     -1.1929927              0     -1.1843775              0
            2.8     -1.2884863              0     -1.2928148              0     -1.2841578              0
              3     -1.3874527              0     -1.3914978              0     -1.3834076              0
            3.2     -1.4685413              0     -1.4726923              0     -1.4643903              0
            3.4      -1.516531              0     -1.5207488              0     -1.5123132              0
            3.6     -1.5403395              0     -1.5442493              0     -1.5364297              0
            3.8     -1.5220462              0     -1.5257053              0     -1.5183871              0
              4     -1.5220462              0     -1.5257053              0     -1.5183871              0
