#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.020424136              0   -0.020887458              0   -0.019960814              0
           -3.8   -0.081493418              0   -0.082399579              0   -0.080587257              0
           -3.6     -0.2671542              0    -0.26874066              0    -0.26556774              0
           -3.4      -1.018737              0     -1.0221006              0     -1.0153734              0
           -3.2     -1.6462652              0     -1.6507566              0     -1.6417738              0
             -3       -1.80911              0      -1.813809              0      -1.804411              0
           -2.8     -1.8233356              0     -1.8281479              0     -1.8185233              0
           -2.6     -1.8143402              0     -1.8206531              0     -1.8080273              0
           -2.4      -1.800319              0      -1.806066              0      -1.794572              0
           -2.2     -1.7670678              0     -1.7724724              0     -1.7616632              0
             -2     -1.7411104              0     -1.7464562              0     -1.7357646              0
           -1.8     -1.7447846              0     -1.7505254              0     -1.7390438              0
           -1.6     -1.7236045              0     -1.7291546              0     -1.7180544              0
           -1.4     -1.7146729              0     -1.7207931              0     -1.7085527              0
           -1.2     -1.7057222              0     -1.7112786              0     -1.7001658              0
             -1     -1.7084066              0     -1.7141231              0     -1.7026901              0
           -0.8     -1.6965986              0     -1.7021394              0     -1.6910578              0
           -0.6     -1.7051541              0     -1.7106131              0     -1.6996951              0
           -0.4     -1.7053312              0     -1.7110853              0     -1.6995771              0
           -0.2     -1.6929276              0     -1.6985456              0     -1.6873096              0
              0      -1.702563              0     -1.7083607              0     -1.6967653              0
            0.2     -1.6989421              0     -1.7044812              0      -1.693403              0
            0.4     -1.6947468              0     -1.7004149              0     -1.6890787              0
            0.6     -1.7013274              0     -1.7074175              0     -1.6952373              0
            0.8     -1.7048481              0     -1.7106907              0     -1.6990055              0
              1     -1.7176502              0     -1.7234664              0      -1.711834              0
            1.2     -1.7220434              0     -1.7280422              0     -1.7160446              0
            1.4     -1.7281753              0      -1.733741              0     -1.7226096              0
            1.6     -1.7455545              0     -1.7513249              0     -1.7397841              0
            1.8     -1.7556968              0     -1.7612115              0     -1.7501821              0
              2     -1.7727676              0     -1.7782119              0     -1.7673233              0
            2.2     -1.8069709              0     -1.8125121              0     -1.8014297              0
            2.4     -1.8178742              0     -1.8235829              0     -1.8121655              0
            2.6     -1.8322928              0     -1.8373453              0     -1.8272403              0
            2.8     -1.8121478              0     -1.8181595              0     -1.8061361              0
              3     -1.6551847              0     -1.6599348              0     -1.6504346              0
            3.2     -1.0131958              0     -1.0163708              0     -1.0100208              0
            3.4    -0.27053981              0    -0.27222641              0    -0.26885321              0
            3.6   -0.079232572              0   -0.080147015              0   -0.078318129              0
            3.8   -0.021438398              0   -0.021914449              0   -0.020962347              0
              4   -0.021438398              0   -0.021914449              0   -0.020962347              0
