# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.045964842              0   -0.046950562              0   -0.044979122              0
           -3.8   -0.058700081              0   -0.059833953              0   -0.057566209              0
           -3.6   -0.079328887              0   -0.080576442              0   -0.078081332              0
           -3.4    -0.10543493              0    -0.10685038              0    -0.10401948              0
           -3.2    -0.13587568              0    -0.13749519              0    -0.13425617              0
             -3    -0.17528128              0    -0.17706668              0    -0.17349588              0
           -2.8    -0.22941708              0    -0.23145508              0    -0.22737908              0
           -2.6    -0.30368041              0    -0.30593462              0     -0.3014262              0
           -2.4    -0.40870314              0     -0.4113098              0    -0.40609648              0
           -2.2    -0.54230838              0    -0.54533377              0    -0.53928299              0
             -2    -0.74567668              0    -0.74906419              0    -0.74228917              0
           -1.8     -1.0384231              0     -1.0424678              0     -1.0343784              0
           -1.6     -1.4779076              0     -1.4825366              0     -1.4732786              0
           -1.4     -2.1405959              0     -2.1462058              0      -2.134986              0
           -1.2     -3.1722799              0      -3.181015              0     -3.1635448              0
             -1      -3.702546              0     -3.7107424              0     -3.6943496              0
           -0.8     -3.6763406              0     -3.6838868              0     -3.6687944              0
           -0.6     -3.6873437              0     -3.6955948              0     -3.6790926              0
           -0.4     -3.6711842              0     -3.6788824              0      -3.663486              0
           -0.2     -3.6734571              0     -3.6811488              0     -3.6657654              0
              0     -3.6690617              0     -3.6769989              0     -3.6611245              0
            0.2     -3.6758479              0     -3.6838196              0     -3.6678762              0
            0.4     -3.6824707              0     -3.6900808              0     -3.6748606              0
            0.6     -3.6843209              0     -3.6917313              0     -3.6769105              0
            0.8     -3.7258282              0     -3.7344806              0     -3.7171758              0
              1     -3.1700358              0     -3.1780933              0     -3.1619783              0
            1.2     -2.1375615              0     -2.1433134              0     -2.1318096              0
            1.4     -1.4835621              0     -1.4886597              0     -1.4784645              0
            1.6     -1.0411188              0     -1.0451311              0     -1.0371065              0
            1.8    -0.74293969              0    -0.74659429              0    -0.73928509              0
              2    -0.54776507              0    -0.55080116              0    -0.54472898              0
            2.2    -0.40074289              0    -0.40346003              0    -0.39802575              0
            2.4    -0.30348505              0    -0.30635767              0    -0.30061243              0
            2.6    -0.23234374              0    -0.23441812              0    -0.23026936              0
            2.8     -0.1744349              0    -0.17624901              0    -0.17262079              0
              3    -0.13195288              0    -0.13353243              0    -0.13037333              0
            3.2    -0.10119853              0     -0.1025906              0   -0.099806459              0
            3.4    -0.07753346              0   -0.078809481              0   -0.076257439              0
            3.6    -0.06019217              0   -0.061259773              0   -0.059124567              0
            3.8   -0.045654666              0   -0.046616729              0   -0.044692603              0
              4   -0.045654666              0   -0.046616729              0   -0.044692603              0
