# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6196205    0.050934859      3.6196205    0.050934859      3.6196205    0.050934859
           -3.8      4.7732044    0.054642002      4.7732044    0.054642002      4.7732044    0.054642002
           -3.6      6.1812841    0.069523768      6.1812841    0.069523768      6.1812841    0.069523768
           -3.4        8.14544    0.072924435        8.14544    0.072924435        8.14544    0.072924435
           -3.2      10.455336    0.085334742      10.455336    0.085334742      10.455336    0.085334742
             -3      13.402082    0.093598037      13.402082    0.093598037      13.402082    0.093598037
           -2.8      17.308562     0.11332715      17.308562     0.11332715      17.308562     0.11332715
           -2.6      21.747579     0.11942109      21.747579     0.11942109      21.747579     0.11942109
           -2.4      27.463675      0.1324856      27.463675      0.1324856      27.463675      0.1324856
           -2.2      34.291873     0.14975227      34.291873     0.14975227      34.291873     0.14975227
             -2      42.308166     0.17794375      42.308166     0.17794375      42.308166     0.17794375
           -1.8      52.006535     0.21215854      52.006535     0.21215854      52.006535     0.21215854
           -1.6      63.849366     0.21342644      63.849366     0.21342644      63.849366     0.21342644
           -1.4      76.561506     0.27994078      76.561506     0.27994078      76.561506     0.27994078
           -1.2      90.592719     0.24491368      90.592719     0.24491368      90.592719     0.24491368
             -1       105.1026     0.29478692       105.1026     0.29478692       105.1026     0.29478692
           -0.8      119.98014     0.29150631      119.98014     0.29150631      119.98014     0.29150631
           -0.6      133.17665     0.29950447      133.17665     0.29950447      133.17665     0.29950447
           -0.4      143.46283     0.32151334      143.46283     0.32151334      143.46283     0.32151334
           -0.2      149.33862     0.32073363      149.33862     0.32073363      149.33862     0.32073363
              0      149.53515     0.35770517      149.53515     0.35770517      149.53515     0.35770517
            0.2      143.47662     0.32257394      143.47662     0.32257394      143.47662     0.32257394
            0.4      133.15084     0.30747944      133.15084     0.30747944      133.15084     0.30747944
            0.6      120.37599     0.29950754      120.37599     0.29950754      120.37599     0.29950754
            0.8      105.12317     0.28507633      105.12317     0.28507633      105.12317     0.28507633
              1      90.396984     0.26569318      90.396984     0.26569318      90.396984     0.26569318
            1.2      76.905929     0.25128933      76.905929     0.25128933      76.905929     0.25128933
            1.4      63.190905     0.20030179      63.190905     0.20030179      63.190905     0.20030179
            1.6      52.124341      0.1866272      52.124341      0.1866272      52.124341      0.1866272
            1.8      42.550321     0.17464462      42.550321     0.17464462      42.550321     0.17464462
              2      34.102303     0.15726702      34.102303     0.15726702      34.102303     0.15726702
            2.2      27.311771     0.13399274      27.311771     0.13399274      27.311771     0.13399274
            2.4      21.623225     0.11868936      21.623225     0.11868936      21.623225     0.11868936
            2.6      17.140317     0.10792981      17.140317     0.10792981      17.140317     0.10792981
            2.8      13.461097    0.093804265      13.461097    0.093804265      13.461097    0.093804265
              3      10.558128    0.089556991      10.558128    0.089556991      10.558128    0.089556991
            3.2      8.1308629    0.074759323      8.1308629    0.074759323      8.1308629    0.074759323
            3.4      6.2363609    0.063692853      6.2363609    0.063692853      6.2363609    0.063692853
            3.6      4.6953077    0.053468468      4.6953077    0.053468468      4.6953077    0.053468468
            3.8       3.663462    0.050504201       3.663462    0.050504201       3.663462    0.050504201
              4       3.663462    0.050504201       3.663462    0.050504201       3.663462    0.050504201
