#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00017070663   0.0016760325  0.00017070663   0.0016760325  0.00017070663   0.0016760325
           -3.8     0.03728206   0.0052629389     0.03728206   0.0052629389     0.03728206   0.0052629389
           -3.6     0.12184185    0.028331764     0.12184185    0.028331764     0.12184185    0.028331764
           -3.4     0.51159125    0.052308119     0.51159125    0.052308119     0.51159125    0.052308119
           -3.2      1.2632393    0.043098183      1.2632393    0.043098183      1.2632393    0.043098183
             -3      2.9347316    0.096391734      2.9347316    0.096391734      2.9347316    0.096391734
           -2.8      5.8644595    0.086903922      5.8644595    0.086903922      5.8644595    0.086903922
           -2.6      10.767193    0.092376127      10.767193    0.092376127      10.767193    0.092376127
           -2.4      17.625526     0.11129364      17.625526     0.11129364      17.625526     0.11129364
           -2.2      27.159713     0.14981611      27.159713     0.14981611      27.159713     0.14981611
             -2      38.566875     0.17862731      38.566875     0.17862731      38.566875     0.17862731
           -1.8      52.948524     0.18982504      52.948524     0.18982504      52.948524     0.18982504
           -1.6      68.784871     0.22070301      68.784871     0.22070301      68.784871     0.22070301
           -1.4      85.593219     0.23278331      85.593219     0.23278331      85.593219     0.23278331
           -1.2      103.95454     0.26057405      103.95454     0.26057405      103.95454     0.26057405
             -1      119.89588     0.27523158      119.89588     0.27523158      119.89588     0.27523158
           -0.8      135.14314     0.29225064      135.14314     0.29225064      135.14314     0.29225064
           -0.6      147.38485     0.31455399      147.38485     0.31455399      147.38485     0.31455399
           -0.4      155.35988     0.38254314      155.35988     0.38254314      155.35988     0.38254314
           -0.2      160.37566     0.32718764      160.37566     0.32718764      160.37566     0.32718764
              0      160.46803     0.32224405      160.46803     0.32224405      160.46803     0.32224405
            0.2       155.3993     0.32260878       155.3993     0.32260878       155.3993     0.32260878
            0.4      147.13583      0.3114848      147.13583      0.3114848      147.13583      0.3114848
            0.6      134.70621     0.34081141      134.70621     0.34081141      134.70621     0.34081141
            0.8      119.90535     0.30716551      119.90535     0.30716551      119.90535     0.30716551
              1      103.28169     0.26365618      103.28169     0.26365618      103.28169     0.26365618
            1.2      86.222198     0.26489256      86.222198     0.26489256      86.222198     0.26489256
            1.4       69.19799     0.21818822       69.19799     0.21818822       69.19799     0.21818822
            1.6      53.230034     0.24831609      53.230034     0.24831609      53.230034     0.24831609
            1.8      38.875806     0.16286314      38.875806     0.16286314      38.875806     0.16286314
              2      27.151575     0.14207436      27.151575     0.14207436      27.151575     0.14207436
            2.2      17.728309     0.12594861      17.728309     0.12594861      17.728309     0.12594861
            2.4       10.59174     0.10569933       10.59174     0.10569933       10.59174     0.10569933
            2.6      5.8349772    0.091831773      5.8349772    0.091831773      5.8349772    0.091831773
            2.8      2.9483058    0.059108797      2.9483058    0.059108797      2.9483058    0.059108797
              3      1.1648038    0.052979835      1.1648038    0.052979835      1.1648038    0.052979835
            3.2     0.42799762    0.025816988     0.42799762    0.025816988     0.42799762    0.025816988
            3.4     0.10680774    0.010337121     0.10680774    0.010337121     0.10680774    0.010337121
            3.6    0.029082222   0.0055359526    0.029082222   0.0055359526    0.029082222   0.0055359526
            3.8  -0.0001590126   0.0022376327  -0.0001590126   0.0022376327  -0.0001590126   0.0022376327
              4  -0.0001590126   0.0022376327  -0.0001590126   0.0022376327  -0.0001590126   0.0022376327
