#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.88706499     0.03179069     0.88706499     0.03179069     0.88706499     0.03179069
           -3.8      1.3952244    0.038054875      1.3952244    0.038054875      1.3952244    0.038054875
           -3.6      1.9093853     0.04563686      1.9093853     0.04563686      1.9093853     0.04563686
           -3.4      2.7726916    0.048535469      2.7726916    0.048535469      2.7726916    0.048535469
           -3.2       4.102636    0.050989182       4.102636    0.050989182       4.102636    0.050989182
             -3      5.7324373       0.064024      5.7324373       0.064024      5.7324373       0.064024
           -2.8      8.0813245    0.070703543      8.0813245    0.070703543      8.0813245    0.070703543
           -2.6      11.353143    0.087742384      11.353143    0.087742384      11.353143    0.087742384
           -2.4      16.197344     0.10042648      16.197344     0.10042648      16.197344     0.10042648
           -2.2      22.823026     0.11827853      22.823026     0.11827853      22.823026     0.11827853
             -2      31.903012     0.14389858      31.903012     0.14389858      31.903012     0.14389858
           -1.8      43.600108     0.17727066      43.600108     0.17727066      43.600108     0.17727066
           -1.6      58.069382     0.19473232      58.069382     0.19473232      58.069382     0.19473232
           -1.4      76.050421     0.22261896      76.050421     0.22261896      76.050421     0.22261896
           -1.2      95.740792     0.25082839      95.740792     0.25082839      95.740792     0.25082839
             -1      116.50732      0.2803267      116.50732      0.2803267      116.50732      0.2803267
           -0.8      136.56735     0.30155538      136.56735     0.30155538      136.56735     0.30155538
           -0.6      154.45803      0.3401477      154.45803      0.3401477      154.45803      0.3401477
           -0.4      168.21574     0.33553647      168.21574     0.33553647      168.21574     0.33553647
           -0.2      177.35424      0.3753016      177.35424      0.3753016      177.35424      0.3753016
              0      177.06138     0.38954444      177.06138     0.38954444      177.06138     0.38954444
            0.2      167.68981     0.36143106      167.68981     0.36143106      167.68981     0.36143106
            0.4      153.62854     0.33229502      153.62854     0.33229502      153.62854     0.33229502
            0.6      136.50196     0.32666748      136.50196     0.32666748      136.50196     0.32666748
            0.8      116.79716     0.29387311      116.79716     0.29387311      116.79716     0.29387311
              1      95.368247     0.25300479      95.368247     0.25300479      95.368247     0.25300479
            1.2      76.251339     0.23903036      76.251339     0.23903036      76.251339     0.23903036
            1.4      58.344347     0.20363032      58.344347     0.20363032      58.344347     0.20363032
            1.6      43.801377     0.17207128      43.801377     0.17207128      43.801377     0.17207128
            1.8      31.954446     0.13946825      31.954446     0.13946825      31.954446     0.13946825
              2      22.638358      0.1221793      22.638358      0.1221793      22.638358      0.1221793
            2.2      16.009634     0.09787001      16.009634     0.09787001      16.009634     0.09787001
            2.4      11.348101    0.082719016      11.348101    0.082719016      11.348101    0.082719016
            2.6      8.0908442    0.080600415      8.0908442    0.080600415      8.0908442    0.080600415
            2.8      5.6840551    0.061230688      5.6840551    0.061230688      5.6840551    0.061230688
              3      4.2159072     0.17371199      4.2159072     0.17371199      4.2159072     0.17371199
            3.2      2.7605489    0.044126698      2.7605489    0.044126698      2.7605489    0.044126698
            3.4       1.906733    0.037604583       1.906733    0.037604583       1.906733    0.037604583
            3.6      1.3117855    0.042409333      1.3117855    0.042409333      1.3117855    0.042409333
            3.8     0.89032378    0.031929438     0.89032378    0.031929438     0.89032378    0.031929438
              4     0.89032378    0.031929438     0.89032378    0.031929438     0.89032378    0.031929438
