#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.4318717     0.09813711      3.4318717     0.09813711      3.4318717     0.09813711
            0.2      8.8385537     0.12663928      8.8385537     0.12663928      8.8385537     0.12663928
            0.4      14.242396      0.1365788      14.242396      0.1365788      14.242396      0.1365788
            0.6      19.853284     0.12679716      19.853284     0.12679716      19.853284     0.12679716
            0.8      25.525618     0.14364095      25.525618     0.14364095      25.525618     0.14364095
              1      31.815035     0.18743767      31.815035     0.18743767      31.815035     0.18743767
            1.2      38.959544     0.16316871      38.959544     0.16316871      38.959544     0.16316871
            1.4      47.841468     0.20957066      47.841468     0.20957066      47.841468     0.20957066
            1.6      59.448374      0.2204407      59.448374      0.2204407      59.448374      0.2204407
            1.8      74.922746     0.22668129      74.922746     0.22668129      74.922746     0.22668129
              2       97.26575     0.25693646       97.26575     0.25693646       97.26575     0.25693646
            2.2      129.77715     0.30609134      129.77715     0.30609134      129.77715     0.30609134
            2.4      176.99202     0.33770411      176.99202     0.33770411      176.99202     0.33770411
            2.6      244.61923     0.41074381      244.61923     0.41074381      244.61923     0.41074381
            2.8      335.41963     0.46853261      335.41963     0.46853261      335.41963     0.46853261
              3      390.16895     0.51244075      390.16895     0.51244075      390.16895     0.51244075
            3.2      200.28105     0.37329134      200.28105     0.37329134      200.28105     0.37329134
            3.4      117.30968     0.32333867      117.30968     0.32333867      117.30968     0.32333867
            3.6      75.848529     0.26747469      75.848529     0.26747469      75.848529     0.26747469
            3.8      51.255181     0.17973879      51.255181     0.17973879      51.255181     0.17973879
              4      35.159126     0.14902902      35.159126     0.14902902      35.159126     0.14902902
            4.2      24.844336      0.1270751      24.844336      0.1270751      24.844336      0.1270751
            4.4      17.716617     0.10985714      17.716617     0.10985714      17.716617     0.10985714
            4.6      12.824671    0.093690964      12.824671    0.093690964      12.824671    0.093690964
            4.8      9.2972081     0.07302914      9.2972081     0.07302914      9.2972081     0.07302914
              5      9.2972081     0.07302914      9.2972081     0.07302914      9.2972081     0.07302914
