# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.8224505    0.056939902      6.8224505    0.056939902      6.8224505    0.056939902
            0.2      19.843922    0.099061709      19.843922    0.099061709      19.843922    0.099061709
            0.4      30.292004     0.12145439      30.292004     0.12145439      30.292004     0.12145439
            0.6      38.053142     0.14608287      38.053142     0.14608287      38.053142     0.14608287
            0.8      43.002103         0.1463      43.002103         0.1463      43.002103         0.1463
              1      46.862556      0.1521216      46.862556      0.1521216      46.862556      0.1521216
            1.2       50.66739     0.15848997       50.66739     0.15848997       50.66739     0.15848997
            1.4      55.162404     0.16635751      55.162404     0.16635751      55.162404     0.16635751
            1.6      61.836963     0.18039649      61.836963     0.18039649      61.836963     0.18039649
            1.8       71.75195      0.1979606       71.75195      0.1979606       71.75195      0.1979606
              2      87.579415     0.21938211      87.579415     0.21938211      87.579415     0.21938211
            2.2       112.4143     0.24875096       112.4143     0.24875096       112.4143     0.24875096
            2.4      153.62941     0.30066637      153.62941     0.30066637      153.62941     0.30066637
            2.6      229.08059     0.37553537      229.08059     0.37553537      229.08059     0.37553537
            2.8      387.14672     0.48678151      387.14672     0.48678151      387.14672     0.48678151
              3      675.20278     0.77127184      675.20278     0.77127184      675.20278     0.77127184
            3.2      157.30912     0.40489473      157.30912     0.40489473      157.30912     0.40489473
            3.4      31.706551     0.19390793      31.706551     0.19390793      31.706551     0.19390793
            3.6      7.7111541    0.083188281      7.7111541    0.083188281      7.7111541    0.083188281
            3.8      1.9432706    0.038247549      1.9432706    0.038247549      1.9432706    0.038247549
              4      0.4911723    0.028014004      0.4911723    0.028014004      0.4911723    0.028014004
            4.2     0.13709754    0.010101563     0.13709754    0.010101563     0.13709754    0.010101563
            4.4    0.042448392   0.0092116011    0.042448392   0.0092116011    0.042448392   0.0092116011
            4.6     0.00780374   0.0028034825     0.00780374   0.0028034825     0.00780374   0.0028034825
            4.8  0.00047309394   0.0012539057  0.00047309394   0.0012539057  0.00047309394   0.0012539057
              5  0.00047309394   0.0012539057  0.00047309394   0.0012539057  0.00047309394   0.0012539057
