# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.2800445    0.038700716      3.2800445    0.038700716      3.2800445    0.038700716
            0.2      9.6771447    0.066705933      9.6771447    0.066705933      9.6771447    0.066705933
            0.4      15.429141    0.084942451      15.429141    0.084942451      15.429141    0.084942451
            0.6      20.667957    0.098070048      20.667957    0.098070048      20.667957    0.098070048
            0.8      25.842949      0.1107526      25.842949      0.1107526      25.842949      0.1107526
              1       30.46501     0.12420842       30.46501     0.12420842       30.46501     0.12420842
            1.2      35.455393      0.1311043      35.455393      0.1311043      35.455393      0.1311043
            1.4      40.989108     0.14132059      40.989108     0.14132059      40.989108     0.14132059
            1.6      47.768771     0.15490602      47.768771     0.15490602      47.768771     0.15490602
            1.8      56.709914     0.16986747      56.709914     0.16986747      56.709914     0.16986747
              2      69.407789     0.18814847      69.407789     0.18814847      69.407789     0.18814847
            2.2      88.104074     0.22559059      88.104074     0.22559059      88.104074     0.22559059
            2.4      117.89265      0.2544238      117.89265      0.2544238      117.89265      0.2544238
            2.6      171.32596     0.31693574      171.32596     0.31693574      171.32596     0.31693574
            2.8       280.1759     0.42207783       280.1759     0.42207783       280.1759     0.42207783
              3      497.90001     0.63382811      497.90001     0.63382811      497.90001     0.63382811
            3.2      286.48211     0.51796558      286.48211     0.51796558      286.48211     0.51796558
            3.4      162.88692     0.38890474      162.88692     0.38890474      162.88692     0.38890474
            3.6       100.0502     0.28517122       100.0502     0.28517122       100.0502     0.28517122
            3.8      63.675943     0.22603153      63.675943     0.22603153      63.675943     0.22603153
              4      42.400484     0.18498461      42.400484     0.18498461      42.400484     0.18498461
            4.2      28.824213     0.14303531      28.824213     0.14303531      28.824213     0.14303531
            4.4      20.018274     0.13321992      20.018274     0.13321992      20.018274     0.13321992
            4.6      14.380496      0.1034492      14.380496      0.1034492      14.380496      0.1034492
            4.8       10.23879    0.087318161       10.23879    0.087318161       10.23879    0.087318161
              5       10.23879    0.087318161       10.23879    0.087318161       10.23879    0.087318161
