#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       3.941158    0.060507905       3.941158    0.060507905       3.941158    0.060507905
           -3.8       5.727697    0.063835622       5.727697    0.063835622       5.727697    0.063835622
           -3.6      8.4270953    0.096769819      8.4270953    0.096769819      8.4270953    0.096769819
           -3.4      11.592842     0.09134559      11.592842     0.09134559      11.592842     0.09134559
           -3.2      16.322675     0.11310074      16.322675     0.11310074      16.322675     0.11310074
             -3      21.835394     0.14491937      21.835394     0.14491937      21.835394     0.14491937
           -2.8      28.558593     0.14097414      28.558593     0.14097414      28.558593     0.14097414
           -2.6      36.582367     0.15746935      36.582367     0.15746935      36.582367     0.15746935
           -2.4      45.875798     0.18810579      45.875798     0.18810579      45.875798     0.18810579
           -2.2      55.320643     0.19932158      55.320643     0.19932158      55.320643     0.19932158
             -2      65.075203     0.20756327      65.075203     0.20756327      65.075203     0.20756327
           -1.8      74.318287     0.21735502      74.318287     0.21735502      74.318287     0.21735502
           -1.6      81.653134     0.23926236      81.653134     0.23926236      81.653134     0.23926236
           -1.4      89.132449     0.24115731      89.132449     0.24115731      89.132449     0.24115731
           -1.2      93.600854     0.24199549      93.600854     0.24199549      93.600854     0.24199549
             -1      96.582664     0.24981393      96.582664     0.24981393      96.582664     0.24981393
           -0.8       98.29454     0.26496828       98.29454     0.26496828       98.29454     0.26496828
           -0.6      97.835388     0.25594746      97.835388     0.25594746      97.835388     0.25594746
           -0.4      97.320786     0.33081129      97.320786     0.33081129      97.320786     0.33081129
           -0.2      97.758422     0.25434442      97.758422     0.25434442      97.758422     0.25434442
              0      97.602688     0.25341346      97.602688     0.25341346      97.602688     0.25341346
            0.2      97.769863     0.26505269      97.769863     0.26505269      97.769863     0.26505269
            0.4      97.746223      0.2526764      97.746223      0.2526764      97.746223      0.2526764
            0.6      97.578701      0.2912061      97.578701      0.2912061      97.578701      0.2912061
            0.8      96.207719     0.27355574      96.207719     0.27355574      96.207719     0.27355574
              1      93.624077     0.26208452      93.624077     0.26208452      93.624077     0.26208452
            1.2      88.974428     0.25724091      88.974428     0.25724091      88.974428     0.25724091
            1.4      82.545198     0.25134613      82.545198     0.25134613      82.545198     0.25134613
            1.6      74.126194     0.24672607      74.126194     0.24672607      74.126194     0.24672607
            1.8      65.148125     0.22907236      65.148125     0.22907236      65.148125     0.22907236
              2      55.538474     0.21473531      55.538474     0.21473531      55.538474     0.21473531
            2.2      46.024118     0.17598188      46.024118     0.17598188      46.024118     0.17598188
            2.4      36.818896     0.16430653      36.818896     0.16430653      36.818896     0.16430653
            2.6      28.617919     0.14017744      28.617919     0.14017744      28.617919     0.14017744
            2.8      21.831407     0.13849631      21.831407     0.13849631      21.831407     0.13849631
              3      16.003086      0.1181799      16.003086      0.1181799      16.003086      0.1181799
            3.2      11.740098    0.091319434      11.740098    0.091319434      11.740098    0.091319434
            3.4      8.3911905    0.089158855      8.3911905    0.089158855      8.3911905    0.089158855
            3.6      5.6670841    0.074741649      5.6670841    0.074741649      5.6670841    0.074741649
            3.8      4.1031817    0.056726327      4.1031817    0.056726327      4.1031817    0.056726327
              4      4.1031817    0.056726327      4.1031817    0.056726327      4.1031817    0.056726327
