#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.74013071   0.0025349349     0.74013071   0.0025349349     0.74013071   0.0025349349
            360      1.6757464   0.0034047665      1.6757464   0.0034047665      1.6757464   0.0034047665
            380      1.8571616   0.0035558641      1.8571616   0.0035558641      1.8571616   0.0035558641
            400      1.8232365   0.0035472885      1.8232365   0.0035472885      1.8232365   0.0035472885
            420      1.7136484   0.0033613441      1.7136484   0.0033613441      1.7136484   0.0033613441
            440      1.5712657   0.0033330421      1.5712657   0.0033330421      1.5712657   0.0033330421
            460      1.4180585   0.0031764498      1.4180585   0.0031764498      1.4180585   0.0031764498
            480      1.2651766   0.0029449192      1.2651766   0.0029449192      1.2651766   0.0029449192
            500      1.1246862   0.0028658745      1.1246862   0.0028658745      1.1246862   0.0028658745
            520     0.99550918   0.0032060935     0.99550918   0.0032060935     0.99550918   0.0032060935
            540      0.8867969   0.0023849695      0.8867969   0.0023849695      0.8867969   0.0023849695
            560     0.78415205    0.002357794     0.78415205    0.002357794     0.78415205    0.002357794
            580      0.6958716   0.0021587332      0.6958716   0.0021587332      0.6958716   0.0021587332
            600     0.61857379   0.0020497166     0.61857379   0.0020497166     0.61857379   0.0020497166
            620     0.54813975   0.0018591881     0.54813975   0.0018591881     0.54813975   0.0018591881
            640     0.48152479   0.0017954762     0.48152479   0.0017954762     0.48152479   0.0017954762
            660      0.4300632   0.0017872356      0.4300632   0.0017872356      0.4300632   0.0017872356
            680     0.38510173   0.0017711638     0.38510173   0.0017711638     0.38510173   0.0017711638
            700     0.34103358   0.0015745458     0.34103358   0.0015745458     0.34103358   0.0015745458
            720     0.30621053   0.0013753173     0.30621053   0.0013753173     0.30621053   0.0013753173
            740     0.27292801   0.0013161407     0.27292801   0.0013161407     0.27292801   0.0013161407
            760      0.2441848   0.0012660317      0.2441848   0.0012660317      0.2441848   0.0012660317
            780     0.21921476   0.0013940857     0.21921476   0.0013940857     0.21921476   0.0013940857
            800      0.1969581   0.0012487511      0.1969581   0.0012487511      0.1969581   0.0012487511
            820      0.1779631    0.001057022      0.1779631    0.001057022      0.1779631    0.001057022
            840     0.16088962   0.0010106249     0.16088962   0.0010106249     0.16088962   0.0010106249
            860     0.14645978  0.00099598216     0.14645978  0.00099598216     0.14645978  0.00099598216
            880     0.13315072  0.00098117263     0.13315072  0.00098117263     0.13315072  0.00098117263
            900     0.11897393  0.00087758051     0.11897393  0.00087758051     0.11897393  0.00087758051
            920     0.10704034  0.00089130486     0.10704034  0.00089130486     0.10704034  0.00089130486
            940    0.098056502  0.00084397802    0.098056502  0.00084397802    0.098056502  0.00084397802
            960    0.088662114  0.00076641246    0.088662114  0.00076641246    0.088662114  0.00076641246
            980    0.081924472  0.00077472368    0.081924472  0.00077472368    0.081924472  0.00077472368
           1000    0.081924472  0.00077472368    0.081924472  0.00077472368    0.081924472  0.00077472368
