#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0        13.2668     0.09104575        13.2668     0.09104575        13.2668     0.09104575
            0.2      38.037286     0.16680136      38.037286     0.16680136      38.037286     0.16680136
            0.4      57.785531     0.19354486      57.785531     0.19354486      57.785531     0.19354486
            0.6      74.130224     0.22363941      74.130224     0.22363941      74.130224     0.22363941
            0.8      86.384033     0.23194872      86.384033     0.23194872      86.384033     0.23194872
              1      96.461198     0.26054385      96.461198     0.26054385      96.461198     0.26054385
            1.2        104.893       0.257835        104.893       0.257835        104.893       0.257835
            1.4      113.01074     0.27745012      113.01074     0.27745012      113.01074     0.27745012
            1.6      122.40718     0.27818447      122.40718     0.27818447      122.40718     0.27818447
            1.8      131.19987      0.2929631      131.19987      0.2929631      131.19987      0.2929631
              2      143.53324      0.3268494      143.53324      0.3268494      143.53324      0.3268494
            2.2      158.80542     0.36566154      158.80542     0.36566154      158.80542     0.36566154
            2.4      176.96911     0.35228645      176.96911     0.35228645      176.96911     0.35228645
            2.6      198.72902     0.39833763      198.72902     0.39833763      198.72902     0.39833763
            2.8      224.05405     0.41610182      224.05405     0.41610182      224.05405     0.41610182
              3      225.13027     0.43002676      225.13027     0.43002676      225.13027     0.43002676
            3.2      111.78587     0.30979844      111.78587     0.30979844      111.78587     0.30979844
            3.4      64.704536     0.21962265      64.704536     0.21962265      64.704536     0.21962265
            3.6        40.9631      0.1687797        40.9631      0.1687797        40.9631      0.1687797
            3.8        27.0869     0.13484982        27.0869     0.13484982        27.0869     0.13484982
              4      18.338023     0.11061265      18.338023     0.11061265      18.338023     0.11061265
            4.2      12.569282     0.09220811      12.569282     0.09220811      12.569282     0.09220811
            4.4      8.6241607    0.073079707      8.6241607    0.073079707      8.6241607    0.073079707
            4.6      6.0524078    0.067549188      6.0524078    0.067549188      6.0524078    0.067549188
            4.8      4.1534462    0.052374559      4.1534462    0.052374559      4.1534462    0.052374559
              5      4.1534462    0.052374559      4.1534462    0.052374559      4.1534462    0.052374559
