# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       111.0233     0.26370515       111.0233     0.26370515       111.0233     0.26370515
            0.2      110.24403      0.2724874      110.24403      0.2724874      110.24403      0.2724874
            0.4      109.13573     0.26571132      109.13573     0.26571132      109.13573     0.26571132
            0.6      107.84587     0.26604873      107.84587     0.26604873      107.84587     0.26604873
            0.8      108.31842      0.2645737      108.31842      0.2645737      108.31842      0.2645737
              1      110.17181     0.28459033      110.17181     0.28459033      110.17181     0.28459033
            1.2      112.90159     0.26675148      112.90159     0.26675148      112.90159     0.26675148
            1.4      118.38563     0.27108382      118.38563     0.27108382      118.38563     0.27108382
            1.6      125.38515     0.29724225      125.38515     0.29724225      125.38515     0.29724225
            1.8      136.20579     0.35194699      136.20579     0.35194699      136.20579     0.35194699
              2      148.98534     0.31576422      148.98534     0.31576422      148.98534     0.31576422
            2.2      165.48903     0.35642754      165.48903     0.35642754      165.48903     0.35642754
            2.4      186.92622     0.37644364      186.92622     0.37644364      186.92622     0.37644364
            2.6      210.32032     0.40467509      210.32032     0.40467509      210.32032     0.40467509
            2.8      233.91119     0.40447542      233.91119     0.40447542      233.91119     0.40447542
              3      173.45005     0.41362244      173.45005     0.41362244      173.45005     0.41362244
            3.2      173.45005     0.41362244      173.45005     0.41362244      173.45005     0.41362244
