#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4 -0.00039084309   0.0009624304 -0.00039084309   0.0009624304 -0.00039084309   0.0009624304
           -3.8    0.011657843   0.0038448966    0.011657843   0.0038448966    0.011657843   0.0038448966
           -3.6    0.070789581    0.049102556    0.070789581    0.049102556    0.070789581    0.049102556
           -3.4     0.44662115    0.021724897     0.44662115    0.021724897     0.44662115    0.021724897
           -3.2      1.4411261    0.045273789      1.4411261    0.045273789      1.4411261    0.045273789
             -3      3.1931095    0.067608467      3.1931095    0.067608467      3.1931095    0.067608467
           -2.8      6.7636472    0.084454625      6.7636472    0.084454625      6.7636472    0.084454625
           -2.6      12.039968     0.11113224      12.039968     0.11113224      12.039968     0.11113224
           -2.4       19.91102     0.13413469       19.91102     0.13413469       19.91102     0.13413469
           -2.2      29.519953     0.13928673      29.519953     0.13928673      29.519953     0.13928673
             -2      42.344528     0.17397559      42.344528     0.17397559      42.344528     0.17397559
           -1.8      56.302881     0.21336104      56.302881     0.21336104      56.302881     0.21336104
           -1.6      70.960373     0.22515201      70.960373     0.22515201      70.960373     0.22515201
           -1.4      87.829007     0.24460211      87.829007     0.24460211      87.829007     0.24460211
           -1.2      103.36811     0.25756233      103.36811     0.25756233      103.36811     0.25756233
             -1      118.79418     0.27797469      118.79418     0.27797469      118.79418     0.27797469
           -0.8      132.63496     0.29753829      132.63496     0.29753829      132.63496     0.29753829
           -0.6       143.0886     0.30040457       143.0886     0.30040457       143.0886     0.30040457
           -0.4      151.02559     0.33764451      151.02559     0.33764451      151.02559     0.33764451
           -0.2      154.68268     0.31327552      154.68268     0.31327552      154.68268     0.31327552
              0      154.58685     0.31779214      154.58685     0.31779214      154.58685     0.31779214
            0.2      150.68001     0.32293142      150.68001     0.32293142      150.68001     0.32293142
            0.4      142.84636     0.32140625      142.84636     0.32140625      142.84636     0.32140625
            0.6      132.33174     0.29995164      132.33174     0.29995164      132.33174     0.29995164
            0.8      118.93511     0.32129163      118.93511     0.32129163      118.93511     0.32129163
              1      104.30701     0.25814172      104.30701     0.25814172      104.30701     0.25814172
            1.2      87.440247     0.27188164      87.440247     0.27188164      87.440247     0.27188164
            1.4      72.032601     0.23465315      72.032601     0.23465315      72.032601     0.23465315
            1.6      56.378073     0.27321962      56.378073     0.27321962      56.378073     0.27321962
            1.8      41.596365     0.16896598      41.596365     0.16896598      41.596365     0.16896598
              2      29.515217     0.14740305      29.515217     0.14740305      29.515217     0.14740305
            2.2      19.424258     0.13737084      19.424258     0.13737084      19.424258     0.13737084
            2.4       12.14088     0.11004472       12.14088     0.11004472       12.14088     0.11004472
            2.6      6.7906458    0.081525699      6.7906458    0.081525699      6.7906458    0.081525699
            2.8      3.3179842     0.11414539      3.3179842     0.11414539      3.3179842     0.11414539
              3      1.3778249    0.041534763      1.3778249    0.041534763      1.3778249    0.041534763
            3.2     0.37333208     0.05887539     0.37333208     0.05887539     0.37333208     0.05887539
            3.4     0.18342214    0.084484039     0.18342214    0.084484039     0.18342214    0.084484039
            3.6    0.016174201   0.0091745182    0.016174201   0.0091745182    0.016174201   0.0091745182
            3.8  -0.0022252687   0.0029838009  -0.0022252687   0.0029838009  -0.0022252687   0.0029838009
              4  -0.0022252687   0.0029838009  -0.0022252687   0.0029838009  -0.0022252687   0.0029838009
