#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.2823543    0.054004603      4.2823543    0.054004603      4.2823543    0.054004603
           -3.8      6.2047128    0.067731611      6.2047128    0.067731611      6.2047128    0.067731611
           -3.6      8.7038189    0.097353236      8.7038189    0.097353236      8.7038189    0.097353236
           -3.4      12.267882      0.0988996      12.267882      0.0988996      12.267882      0.0988996
           -3.2      17.053191     0.10936889      17.053191     0.10936889      17.053191     0.10936889
             -3      22.518384     0.12709914      22.518384     0.12709914      22.518384     0.12709914
           -2.8      29.602511     0.14072329      29.602511     0.14072329      29.602511     0.14072329
           -2.6      38.106194     0.19051761      38.106194     0.19051761      38.106194     0.19051761
           -2.4      47.173841     0.18731332      47.173841     0.18731332      47.173841     0.18731332
           -2.2      56.242787     0.19217117      56.242787     0.19217117      56.242787     0.19217117
             -2      65.955007     0.20593102      65.955007     0.20593102      65.955007     0.20593102
           -1.8      74.974487     0.22981407      74.974487     0.22981407      74.974487     0.22981407
           -1.6      82.603138     0.23492664      82.603138     0.23492664      82.603138     0.23492664
           -1.4      88.590149     0.25404842      88.590149     0.25404842      88.590149     0.25404842
           -1.2      93.026734     0.24482894      93.026734     0.24482894      93.026734     0.24482894
             -1      95.263266     0.24857662      95.263266     0.24857662      95.263266     0.24857662
           -0.8      95.699563     0.25616164      95.699563     0.25616164      95.699563     0.25616164
           -0.6      96.262254      0.2509848      96.262254      0.2509848      96.262254      0.2509848
           -0.4      95.610713      0.2685495      95.610713      0.2685495      95.610713      0.2685495
           -0.2      95.183869     0.25099117      95.183869     0.25099117      95.183869     0.25099117
              0       94.87052     0.25294388       94.87052     0.25294388       94.87052     0.25294388
            0.2      95.817573     0.26373646      95.817573     0.26373646      95.817573     0.26373646
            0.4         95.718       0.247098         95.718       0.247098         95.718       0.247098
            0.6      95.920208     0.26771844      95.920208     0.26771844      95.920208     0.26771844
            0.8       95.15558     0.25711596       95.15558     0.25711596       95.15558     0.25711596
              1      93.342544     0.24967896      93.342544     0.24967896      93.342544     0.24967896
            1.2      88.281528     0.25887443      88.281528     0.25887443      88.281528     0.25887443
            1.4      82.762345     0.23143465      82.762345     0.23143465      82.762345     0.23143465
            1.6      75.201078     0.29366936      75.201078     0.29366936      75.201078     0.29366936
            1.8       66.26799     0.22086099       66.26799     0.22086099       66.26799     0.22086099
              2      56.620345      0.2145026      56.620345      0.2145026      56.620345      0.2145026
            2.2      47.074984     0.18292483      47.074984     0.18292483      47.074984     0.18292483
            2.4      37.902086     0.18464416      37.902086     0.18464416      37.902086     0.18464416
            2.6      29.757043     0.15042758      29.757043     0.15042758      29.757043     0.15042758
            2.8        22.4877     0.13364305        22.4877     0.13364305        22.4877     0.13364305
              3      16.813083     0.13731021      16.813083     0.13731021      16.813083     0.13731021
            3.2      12.052904     0.18071179      12.052904     0.18071179      12.052904     0.18071179
            3.4      8.8566438     0.08495207      8.8566438     0.08495207      8.8566438     0.08495207
            3.6      6.1449158    0.066145783      6.1449158    0.066145783      6.1449158    0.066145783
            3.8      4.2479992    0.069173756      4.2479992    0.069173756      4.2479992    0.069173756
              4      4.2479992    0.069173756      4.2479992    0.069173756      4.2479992    0.069173756
