#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       20.19614     0.11149661       20.19614     0.11149661       20.19614     0.11149661
            0.2      56.213296      0.1916993      56.213296      0.1916993      56.213296      0.1916993
            0.4      83.402653     0.23924134      83.402653     0.23924134      83.402653     0.23924134
            0.6       100.8828     0.25499718       100.8828     0.25499718       100.8828     0.25499718
            0.8      111.27319     0.26827703      111.27319     0.26827703      111.27319     0.26827703
              1      117.19205     0.27753804      117.19205     0.27753804      117.19205     0.27753804
            1.2      121.22081     0.28960853      121.22081     0.28960853      121.22081     0.28960853
            1.4      125.52723     0.27768958      125.52723     0.27768958      125.52723     0.27768958
            1.6      130.51322     0.29466146      130.51322     0.29466146      130.51322     0.29466146
            1.8      138.11218     0.30148596      138.11218     0.30148596      138.11218     0.30148596
              2      148.53891     0.36648585      148.53891     0.36648585      148.53891     0.36648585
            2.2      162.13215     0.32495235      162.13215     0.32495235      162.13215     0.32495235
            2.4      180.38222     0.36707558      180.38222     0.36707558      180.38222     0.36707558
            2.6      201.66164     0.41054924      201.66164     0.41054924      201.66164     0.41054924
            2.8      225.65202     0.40853578      225.65202     0.40853578      225.65202     0.40853578
              3      218.32761     0.43506496      218.32761     0.43506496      218.32761     0.43506496
            3.2       74.23426     0.25490002       74.23426     0.25490002       74.23426     0.25490002
            3.4      28.883756     0.14259047      28.883756     0.14259047      28.883756     0.14259047
            3.6      12.959884    0.094000575      12.959884    0.094000575      12.959884    0.094000575
            3.8      6.0087447    0.067142917      6.0087447    0.067142917      6.0087447    0.067142917
              4      2.8796723    0.043255099      2.8796723    0.043255099      2.8796723    0.043255099
            4.2      1.3389644    0.029809151      1.3389644    0.029809151      1.3389644    0.029809151
            4.4     0.67019672    0.024913678     0.67019672    0.024913678     0.67019672    0.024913678
            4.6      0.2789685    0.013113756      0.2789685    0.013113756      0.2789685    0.013113756
            4.8     0.11934182   0.0081010387     0.11934182   0.0081010387     0.11934182   0.0081010387
              5     0.11934182   0.0081010387     0.11934182   0.0081010387     0.11934182   0.0081010387
