#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.000934     0.11193038      20.000934     0.11193038      20.000934     0.11193038
            0.2      56.001616     0.18650645      56.001616     0.18650645      56.001616     0.18650645
            0.4      82.773493      0.2717027      82.773493      0.2717027      82.773493      0.2717027
            0.6      100.58831      0.2633423      100.58831      0.2633423      100.58831      0.2633423
            0.8      111.24793      0.2843762      111.24793      0.2843762      111.24793      0.2843762
              1      116.98966     0.28077024      116.98966     0.28077024      116.98966     0.28077024
            1.2      120.80442     0.27380559      120.80442     0.27380559      120.80442     0.27380559
            1.4      125.07163     0.27842097      125.07163     0.27842097      125.07163     0.27842097
            1.6      130.39153      0.2936824      130.39153      0.2936824      130.39153      0.2936824
            1.8      138.03793      0.2983849      138.03793      0.2983849      138.03793      0.2983849
              2      148.46091     0.30817313      148.46091     0.30817313      148.46091     0.30817313
            2.2      162.29351     0.32224739      162.29351     0.32224739      162.29351     0.32224739
            2.4       180.9129     0.36204956       180.9129     0.36204956       180.9129     0.36204956
            2.6       202.2279     0.43345553       202.2279     0.43345553       202.2279     0.43345553
            2.8      225.95103      0.4232855      225.95103      0.4232855      225.95103      0.4232855
              3      219.32042     0.39832299      219.32042     0.39832299      219.32042     0.39832299
            3.2      74.016827     0.24963452      74.016827     0.24963452      74.016827     0.24963452
            3.4      28.996541     0.14457507      28.996541     0.14457507      28.996541     0.14457507
            3.6      13.210047     0.18946636      13.210047     0.18946636      13.210047     0.18946636
            3.8      6.0073601     0.06181539      6.0073601     0.06181539      6.0073601     0.06181539
              4      2.8784631     0.05006678      2.8784631     0.05006678      2.8784631     0.05006678
            4.2      1.3538778    0.029305793      1.3538778    0.029305793      1.3538778    0.029305793
            4.4     0.63048478     0.01856517     0.63048478     0.01856517     0.63048478     0.01856517
            4.6     0.28244313    0.014519871     0.28244313    0.014519871     0.28244313    0.014519871
            4.8     0.14215037    0.016467894     0.14215037    0.016467894     0.14215037    0.016467894
              5     0.14215037    0.016467894     0.14215037    0.016467894     0.14215037    0.016467894
