#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.4041037    0.067400418      6.4041037    0.067400418      6.4041037    0.067400418
           -3.8      8.0474714    0.072412374      8.0474714    0.072412374      8.0474714    0.072412374
           -3.6       9.763948    0.077346626       9.763948    0.077346626       9.763948    0.077346626
           -3.4      12.221064    0.085709314      12.221064    0.085709314      12.221064    0.085709314
           -3.2       15.14202    0.098759326       15.14202    0.098759326       15.14202    0.098759326
             -3      18.478612     0.10885316      18.478612     0.10885316      18.478612     0.10885316
           -2.8      22.821386     0.11690711      22.821386     0.11690711      22.821386     0.11690711
           -2.6      27.892202     0.13206978      27.892202     0.13206978      27.892202     0.13206978
           -2.4      34.013729     0.15147197      34.013729     0.15147197      34.013729     0.15147197
           -2.2      41.211391     0.16177742      41.211391     0.16177742      41.211391     0.16177742
             -2      49.206867      0.1767939      49.206867      0.1767939      49.206867      0.1767939
           -1.8       58.14856      0.2004671       58.14856      0.2004671       58.14856      0.2004671
           -1.6      68.239059     0.20753175      68.239059     0.20753175      68.239059     0.20753175
           -1.4      78.414865      0.2323976      78.414865      0.2323976      78.414865      0.2323976
           -1.2      89.321288     0.24851911      89.321288     0.24851911      89.321288     0.24851911
             -1       99.44269     0.25933715       99.44269     0.25933715       99.44269     0.25933715
           -0.8       109.2468      0.2844319       109.2468      0.2844319       109.2468      0.2844319
           -0.6      116.46913     0.30549001      116.46913     0.30549001      116.46913     0.30549001
           -0.4      122.24159     0.32705544      122.24159     0.32705544      122.24159     0.32705544
           -0.2      125.45416     0.30759492      125.45416     0.30759492      125.45416     0.30759492
              0       125.4619     0.30078933       125.4619     0.30078933       125.4619     0.30078933
            0.2      121.88373      0.2835524      121.88373      0.2835524      121.88373      0.2835524
            0.4      116.17575     0.30853614      116.17575     0.30853614      116.17575     0.30853614
            0.6      108.67266     0.30694546      108.67266     0.30694546      108.67266     0.30694546
            0.8      98.824097     0.26983197      98.824097     0.26983197      98.824097     0.26983197
              1      89.121724     0.24220198      89.121724     0.24220198      89.121724     0.24220198
            1.2      78.913502     0.24841062      78.913502     0.24841062      78.913502     0.24841062
            1.4      67.931526     0.21752452      67.931526     0.21752452      67.931526     0.21752452
            1.6      58.356276     0.19993582      58.356276     0.19993582      58.356276     0.19993582
            1.8        49.0205     0.17895139        49.0205     0.17895139        49.0205     0.17895139
              2      41.068404     0.15973627      41.068404     0.15973627      41.068404     0.15973627
            2.2      34.047398     0.14861951      34.047398     0.14861951      34.047398     0.14861951
            2.4      27.933845     0.21012362      27.933845     0.21012362      27.933845     0.21012362
            2.6      23.061629     0.12345279      23.061629     0.12345279      23.061629     0.12345279
            2.8      18.583687     0.10833847      18.583687     0.10833847      18.583687     0.10833847
              3      15.233854    0.098688731      15.233854    0.098688731      15.233854    0.098688731
            3.2      12.285566     0.18621161      12.285566     0.18621161      12.285566     0.18621161
            3.4      9.7257146    0.078086232      9.7257146    0.078086232      9.7257146    0.078086232
            3.6      7.9278541    0.069431022      7.9278541    0.069431022      7.9278541    0.069431022
            3.8      6.2622813    0.063852482      6.2622813    0.063852482      6.2622813    0.063852482
              4      6.2622813    0.063852482      6.2622813    0.063852482      6.2622813    0.063852482
