# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.194321    0.091371007      13.194321    0.091371007      13.194321    0.091371007
            0.2      37.988336     0.15361868      37.988336     0.15361868      37.988336     0.15361868
            0.4      57.346338     0.18734752      57.346338     0.18734752      57.346338     0.18734752
            0.6      73.887911     0.22636944      73.887911     0.22636944      73.887911     0.22636944
            0.8      86.256704     0.23387929      86.256704     0.23387929      86.256704     0.23387929
              1      95.971741     0.26142179      95.971741     0.26142179      95.971741     0.26142179
            1.2      104.92597     0.26047441      104.92597     0.26047441      104.92597     0.26047441
            1.4      112.66434     0.27185301      112.66434     0.27185301      112.66434     0.27185301
            1.6      121.29964     0.27616245      121.29964     0.27616245      121.29964     0.27616245
            1.8      131.67063     0.29519675      131.67063     0.29519675      131.67063     0.29519675
              2      143.62732     0.30468331      143.62732     0.30468331      143.62732     0.30468331
            2.2      158.89218     0.32613928      158.89218     0.32613928      158.89218     0.32613928
            2.4      177.39382     0.35623703      177.39382     0.35623703      177.39382     0.35623703
            2.6      199.68458     0.44889995      199.68458     0.44889995      199.68458     0.44889995
            2.8      224.14827     0.41892896      224.14827     0.41892896      224.14827     0.41892896
              3      225.51188     0.41785596      225.51188     0.41785596      225.51188     0.41785596
            3.2      112.14011     0.28793591      112.14011     0.28793591      112.14011     0.28793591
            3.4      64.559611     0.21293684      64.559611     0.21293684      64.559611     0.21293684
            3.6      41.251664     0.23180239      41.251664     0.23180239      41.251664     0.23180239
            3.8      27.118733     0.13505715      27.118733     0.13505715      27.118733     0.13505715
              4      18.342301     0.11387742      18.342301     0.11387742      18.342301     0.11387742
            4.2      12.565485    0.088712403      12.565485    0.088712403      12.565485    0.088712403
            4.4      8.4718178    0.073645413      8.4718178    0.073645413      8.4718178    0.073645413
            4.6      5.9790412    0.065501396      5.9790412    0.065501396      5.9790412    0.065501396
            4.8      4.1632484    0.051186985      4.1632484    0.051186985      4.1632484    0.051186985
              5      4.1632484    0.051186985      4.1632484    0.051186985      4.1632484    0.051186985
