#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.8719275     0.14858346      5.8719275     0.14858346      5.8719275     0.14858346
            0.2      14.608927     0.12573518      14.608927     0.12573518      14.608927     0.12573518
            0.4       23.21454     0.12774739       23.21454     0.12774739       23.21454     0.12774739
            0.6      30.703673     0.15465275      30.703673     0.15465275      30.703673     0.15465275
            0.8      37.940698     0.17917044      37.940698     0.17917044      37.940698     0.17917044
              1       44.99974     0.20089805       44.99974     0.20089805       44.99974     0.20089805
            1.2      52.624476     0.18700166      52.624476     0.18700166      52.624476     0.18700166
            1.4      62.091993     0.24084661      62.091993     0.24084661      62.091993     0.24084661
            1.6       74.48688     0.23440867       74.48688     0.23440867       74.48688     0.23440867
            1.8      91.030946      0.2480621      91.030946      0.2480621      91.030946      0.2480621
              2      115.70646     0.28207143      115.70646     0.28207143      115.70646     0.28207143
            2.2      150.61539     0.31442369      150.61539     0.31442369      150.61539     0.31442369
            2.4      201.47849     0.37516259      201.47849     0.37516259      201.47849     0.37516259
            2.6      274.90069     0.44462997      274.90069     0.44462997      274.90069     0.44462997
            2.8       367.5258     0.48528724       367.5258     0.48528724       367.5258     0.48528724
              3      412.78168      0.5284332      412.78168      0.5284332      412.78168      0.5284332
            3.2      164.23302     0.37983167      164.23302     0.37983167      164.23302     0.37983167
            3.4      71.824172     0.21652857      71.824172     0.21652857      71.824172     0.21652857
            3.6      34.319162     0.14963919      34.319162     0.14963919      34.319162     0.14963919
            3.8      17.477605      0.1075461      17.477605      0.1075461      17.477605      0.1075461
              4      9.2980961    0.093163222      9.2980961    0.093163222      9.2980961    0.093163222
            4.2      5.0492393      0.0710106      5.0492393      0.0710106      5.0492393      0.0710106
            4.4       2.787236    0.051092341       2.787236    0.051092341       2.787236    0.051092341
            4.6      1.4449804     0.03116946      1.4449804     0.03116946      1.4449804     0.03116946
            4.8      0.8010245    0.029540699      0.8010245    0.029540699      0.8010245    0.029540699
              5      0.8010245    0.029540699      0.8010245    0.029540699      0.8010245    0.029540699
