#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14127609   0.0038044369     0.10074183   0.0027609064      0.2040869   0.0053999194
           -3.8     0.23775528   0.0031134835     0.16870494   0.0022381851     0.34534948    0.004471963
           -3.6     0.35623638     0.00421163     0.25150485   0.0030302023      0.5202483   0.0060386279
           -3.4     0.53791622   0.0050255207     0.37954273   0.0035945942     0.78593917   0.0072516292
           -3.2      0.7857601   0.0062974604     0.55383206   0.0045419713      1.1491878   0.0090045641
             -3      1.1027067   0.0072611458     0.77761373   0.0052256009      1.6115128    0.010398531
           -2.8      1.5264466   0.0071127544      1.0766773   0.0050953763      2.2297858    0.010244999
           -2.6      2.0906097   0.0082613651      1.4765554   0.0059218024      3.0489212    0.011884671
           -2.4      2.8025195   0.0092489005      1.9818271   0.0066225935      4.0808515    0.013316475
           -2.2      3.7102108    0.010552947      2.6267741   0.0075606462      5.3949812    0.015184359
             -2      4.8570497    0.012020877      3.4433072   0.0086204451      7.0508375    0.017268695
           -1.8      6.2256738    0.013557292      4.4199591   0.0097316191      9.0219768    0.019449969
           -1.6       7.819982    0.015492533      5.5593104    0.011159631      11.314188    0.022141484
           -1.4      9.6313321    0.017123365      6.8537698    0.012330173      13.918056     0.02447272
           -1.2       11.61817    0.018507453      8.2762766    0.013321789      16.768068    0.026455976
             -1      13.684255    0.020148578      9.7561197     0.01451565      19.730135    0.028771327
           -0.8      15.684423    0.021590454      11.190849    0.015553627      22.592863    0.030824913
           -0.6      17.491661    0.023373361      12.485852    0.016940055      25.182174    0.033176997
           -0.4      18.761851    0.024191102      13.396011     0.01748123      27.001768    0.034425783
           -0.2      19.503229    0.024517147      13.926885    0.017692546      28.064533    0.034932827
              0      19.499943    0.024266709      13.924047    0.017493617       28.06096    0.034612856
            0.2      18.846238    0.023714356      13.457687     0.01709042      27.120193    0.033835912
            0.4      17.481341    0.022875438      12.478931    0.016489103      25.166501    0.032635923
            0.6      15.695948    0.021569437      11.198814    0.015539004       22.61003    0.030793797
            0.8      13.688193    0.020252009      9.7598471    0.014591664      19.733766    0.028913704
              1      11.641665    0.018542351      8.2935829    0.013347658      16.800752    0.026503761
            1.2      9.6005034    0.016815048      6.8328699    0.012092753       13.87132    0.024063617
            1.4      7.7966141    0.015146586      5.5414159    0.010882155      11.283084    0.021703717
            1.6      6.2086854    0.014032725      4.4079585    0.010101156      8.9972799    0.020073122
            1.8      4.8380775    0.012188837      3.4301462   0.0087523431      7.0225942    0.017485399
              2      3.7186552    0.010937168      2.6330995   0.0078600217      5.4062285    0.015681483
            2.2      2.8031688   0.0095311685      1.9821203   0.0068370238       4.082154    0.013696772
            2.4       2.095596   0.0081801828      1.4798918   0.0058571383      3.0565758    0.011782557
            2.6      1.5396833   0.0071217694      1.0862936   0.0050990583      2.2484567    0.010261494
            2.8       1.101597   0.0061383512     0.77648688   0.0043892572      1.6107015   0.0088597125
              3     0.77535588   0.0052102764     0.54647986   0.0037197767       1.133988   0.0075340041
            3.2     0.53198504   0.0046935416       0.375098   0.0033595986     0.77787684   0.0067710067
            3.4     0.37176788   0.0045944365     0.26272482   0.0032813168     0.54236988   0.0066372199
            3.6     0.24011615   0.0031823666     0.17051314    0.002284646     0.34848148   0.0045778057
            3.8      0.1449731   0.0026251527     0.10360288   0.0018944731     0.20889276   0.0037548086
              4      0.1449731   0.0026251527     0.10360288   0.0018944731     0.20889276   0.0037548086
