#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.18662191   0.0032941124     0.13054526   0.0023775331     0.27422577   0.0047065625
           -3.8     0.29376696   0.0040135587     0.20589774   0.0028905795     0.43100892   0.0057519055
           -3.6     0.44783689   0.0049033224     0.31430084   0.0035393493     0.65620225   0.0070018123
           -3.4     0.69182877   0.0058014705     0.48647685   0.0041871928      1.0118825   0.0082880374
           -3.2       1.043762   0.0068363876     0.73525131   0.0049399803      1.5240761   0.0097470557
             -3         1.5605   0.0078734258      1.1016623    0.005676627      2.2736245    0.011250247
           -2.8      2.2546588   0.0092384997      1.5944653   0.0066566788       3.279237     0.01320751
           -2.6      3.1466252    0.010631392      2.2293133   0.0076605069      4.5678377    0.015193996
           -2.4      4.2663224    0.012093981      3.0276642   0.0087210677      6.1821395    0.017265898
           -2.2      5.5783758    0.013578508      3.9639147   0.0097832654      8.0720943    0.019399889
             -2      7.0587546    0.015017584      5.0234175    0.010815833      10.197821    0.021460751
           -1.8      8.5719353    0.016209849      6.1056119    0.011670453      12.372419     0.02316922
           -1.6      10.037573    0.017426213      7.1544898    0.012542812      14.477289    0.024912398
           -1.4      11.315455    0.018483174      8.0691505    0.013310938      16.312358    0.026407609
           -1.2      12.390284    0.019162607      8.8389144    0.013790689      17.854982    0.027394833
             -1      13.204708    0.019703692      9.4222107    0.014181064      19.024032    0.028166648
           -0.8      13.717372    0.020190065      9.7875734    0.014521133      19.764013    0.028882131
           -0.6      14.053094    0.020114025      10.028036    0.014456454      20.246102    0.028793186
           -0.4      14.159515     0.02018604      10.103879    0.014504075      20.400024    0.028905128
           -0.2      14.210565     0.02069381      10.139461    0.014916199      20.475549    0.029540658
              0      14.217527    0.021010535      10.144295    0.015217154      20.485871    0.029860283
            0.2      14.162246    0.020588622      10.105641    0.014813452      20.404309    0.029439712
            0.4      14.022596    0.020234638      10.006277    0.014556081      20.202161    0.028940239
            0.6      13.731399    0.020014448      9.7979174    0.014393796      19.783474    0.028632702
            0.8      13.222316    0.019722084      9.4350585    0.014188906      19.048841     0.02820376
              1      12.396507    0.019550198      8.8428589    0.014084957      17.864949    0.027917129
            1.2      11.313984    0.018361606      8.0685273    0.013214621      16.309335    0.026250649
            1.4      10.008055    0.017395486      7.1335054    0.012524485      14.434571    0.024861423
            1.6      8.5292606    0.016644575       6.074469    0.011994913      12.312312    0.023771184
            1.8      7.0396408    0.015119385      5.0081662    0.010895203      10.173801     0.02159369
              2      5.6076569    0.013507951      3.9850622   0.0097284656      8.1140636     0.01931069
            2.2      4.2645063    0.012061849      3.0253149   0.0086901811      6.1817499    0.017236117
            2.4      3.1416599    0.010542625      2.2252926   0.0075944632       4.561657    0.015070705
            2.6      2.2216207   0.0092130732       1.570709   0.0066328616      3.2320109    0.013182971
            2.8      1.5494615   0.0078799213      1.0932861   0.0056791086      2.2588261    0.011264376
              3      1.0504822   0.0066826677     0.73996987   0.0048204865      1.5340376   0.0095453209
            3.2     0.69597453   0.0056572285     0.48938703   0.0040831323      1.0179801   0.0080762317
            3.4     0.45440858   0.0047626043     0.31921591   0.0034336247     0.66518402   0.0068114965
            3.6     0.29364038   0.0040527773     0.20566611   0.0029267697     0.43113005   0.0057854246
            3.8     0.18892261   0.0033302854     0.13202139   0.0024039442     0.27790643   0.0047577235
              4     0.18892261   0.0033302854     0.13202139   0.0024039442     0.27790643   0.0047577235
