#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.2793628    0.010722649     0.88477424   0.0078962158      1.8969716    0.014967744
            0.2      1.3128006     0.01079598     0.91131699   0.0079636424      1.9396693    0.015038681
            0.4      1.4110487    0.010283091      0.9838582   0.0075695784      2.0763582     0.01435907
            0.6      1.6298088    0.010106848      1.1409688    0.007414362      2.3895166    0.014164581
            0.8      1.9105308     0.01048088       1.341883   0.0076966969       2.792723    0.014670247
              1      2.3311271    0.011496106      1.6414768   0.0085881987       3.399786    0.015817417
            1.2      2.9838072    0.010896871      2.1082316   0.0079560523      4.3379542    0.015347449
            1.4      3.9702105    0.012858614      2.8121289   0.0094346776      5.7587771    0.018019126
            1.6      5.5080499    0.013192178       3.911436   0.0095698721      7.9701838    0.018702888
            1.8      7.8771172     0.01558064      5.6037554    0.011297337      11.379477    0.022096169
              2      11.699211    0.018321585       8.333646    0.013243942      16.880735    0.026067004
            2.2      18.126472    0.022131867      12.924917    0.015949783      26.130881    0.031589458
            2.4      28.931362    0.027951277      20.639713    0.020113489      41.690651    0.039960883
            2.6      46.842672    0.034693019       33.42055    0.024931404      67.503339    0.049681776
            2.8      73.485721    0.042188558      52.418606    0.030272531      105.93428    0.060526371
              3      67.741678    0.041512351      48.303885    0.029749732      97.698651    0.059641184
            3.2      67.741678    0.041512351      48.303885    0.029749732      97.698651    0.059641184
