#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.07411588  0.00020848419    0.051882478  0.00015282422     0.10862893  0.00029207212
            360     0.15362984  0.00025957607     0.10869426  0.00019055714     0.22292281   0.0003632263
            380     0.17124968  0.00024612419     0.12173436  0.00017926524     0.24739782  0.00034716754
            400     0.17537287  0.00022428868      0.1249921  0.00016197432     0.25274575  0.00031910727
            420     0.17190628  0.00021247561      0.1227213  0.00015290426     0.24738908  0.00030342747
            440     0.16462767  0.00020425808     0.11765013  0.00014682398     0.23669827   0.0002920873
            460     0.15536033   0.0001993625     0.11109945  0.00014335013     0.22325855  0.00028505754
            480     0.14495377  0.00019418165     0.10368839    0.000139646       0.208268  0.00027765923
            500     0.13385331  0.00018828048    0.095769853  0.00013549729     0.19229692  0.00026909251
            520     0.12388217  0.00018251797    0.088636709  0.00013131086     0.17798939  0.00026097069
            540     0.11385432  0.00017882579    0.081459435  0.00012874035     0.16360144  0.00025556051
            560     0.10410538   0.0001697828    0.074463101  0.00012211663     0.14965077  0.00024289238
            580    0.094779793  0.00016694683    0.067771326  0.00012018179     0.13630047  0.00023864628
            600    0.086623838  0.00015804654    0.061925727   0.0001136034     0.12460907  0.00022629731
            620    0.078568282  0.00015105069    0.056144288  0.00010854042     0.11307722  0.00021637525
            640    0.071744359  0.00014556407    0.051246539  0.00010452552     0.10330822  0.00020868736
            660    0.065197252  0.00013899106    0.046546049  9.9759966e-05    0.093937282  0.00019937586
            680    0.059258338  0.00013478742    0.042288794  9.6813731e-05    0.085422195  0.00019321627
            700    0.053728949  0.00012787096    0.038330648  9.1753568e-05    0.077482005  0.00018350979
            720    0.048738038  0.00012180053    0.034746791  8.7290201e-05    0.070337855  0.00017503211
            740    0.044565124  0.00011763046    0.031758105  8.4285823e-05    0.064347967   0.0001690779
            760    0.040719394  0.00011323427     0.02900405    8.10971e-05    0.058827026  0.00016286787
            780     0.03681918  0.00010791356    0.026216396  7.7241511e-05     0.05321542  0.00015531391
            800    0.033579308  0.00010317042    0.023896464  7.3805703e-05    0.048563108  0.00014859012
            820    0.030516403  9.9625044e-05    0.021707243  7.1222648e-05    0.044155598  0.00014359448
            840    0.028049947   9.643545e-05    0.019939785  6.8877519e-05    0.040616243  0.00013913501
            860    0.025473595  9.1248168e-05    0.018097612  6.5118291e-05    0.036910176  0.00013177282
            880    0.023194645   8.669271e-05    0.016476768  6.1860332e-05    0.033613059  0.00012521333
            900    0.021232618   8.356276e-05    0.015072174  5.9598338e-05    0.030794358  0.00012075891
            920    0.019356814  8.0200107e-05    0.013734104  5.7157053e-05    0.028088919  0.00011599851
            940    0.017493156  7.6017969e-05    0.012403742  5.4134686e-05    0.025403003  0.00011004471
            960    0.016186635  8.5146365e-05    0.011473908  6.0836821e-05    0.023513413  0.00012285305
            980    0.014886749  7.1282172e-05    0.010546895  5.0742351e-05     0.02163815  0.00010324194
           1000    0.014886749  7.1282172e-05    0.010546895  5.0742351e-05     0.02163815  0.00010324194
