#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.8035546   0.0076565014       1.286443   0.0054814522      2.6001634    0.011009547
            0.2      5.1023051    0.012623368      3.6396779   0.0090303965      7.3552143    0.018164735
            0.4      7.7126566    0.015354605      5.5021822    0.010988019      11.117084    0.022088143
            0.6      9.7012822    0.017046198      6.9232465    0.012208253      13.977364    0.024495712
            0.8      11.158292    0.018236207      7.9645193    0.013074349      16.072649    0.026175894
              1       12.25645    0.018941892      8.7481336    0.013585088      17.654259    0.027176823
            1.2      13.205906    0.019478929      9.4269589    0.013980005      19.018864    0.027925791
            1.4      14.061368    0.020060418      10.037092    0.014412245      20.251343    0.028728249
            1.6      15.016317    0.020679649      10.718011    0.014866774      21.627545    0.029593846
            1.8      16.082185    0.021223765      11.476685    0.015263652       23.16639    0.030360397
              2       17.52465    0.022410892      12.503069     0.01614119      25.249858     0.03201022
            2.2      19.318232    0.023418092      13.777693    0.016876778      27.843804    0.033427728
            2.4      21.626588     0.02591444      15.415366    0.018820142      31.188206    0.036719072
            2.6      24.694162    0.027059832      17.590844    0.019528715       35.63459    0.038576553
            2.8      28.487715    0.029562622       20.28174    0.021362321      41.132646     0.04208604
              3      29.239262    0.030707747      20.795718     0.02221897      42.263632    0.043663885
            3.2      13.140393    0.021119178      9.3259497    0.015232761      19.041824    0.030142074
            3.4      6.7616607    0.015289964      4.7912582    0.010997654       9.817234    0.021897958
            3.6      3.8841891    0.011603215      2.7485011   0.0083191944      5.6486266    0.016680933
            3.8      2.3334676    0.009661525       1.649247   0.0069362124      3.3980081    0.013877498
              4      1.4389037    0.007252021      1.0165962   0.0051724664      2.0963649    0.010492564
            4.2     0.90149026   0.0062300001     0.63669413   0.0044286678      1.3138418   0.0090466914
            4.4     0.57482927   0.0047186241      0.4061258    0.003356951     0.83744554   0.0068516092
            4.6     0.36929157   0.0040524714     0.26101849   0.0028745911     0.53772211   0.0059045998
            4.8     0.23759706   0.0031856186     0.16780845   0.0022583937     0.34622408   0.0046483735
              5     0.23759706   0.0031856186     0.16780845   0.0022583937     0.34622408   0.0046483735
