#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.15073592   0.0041995965     0.10089378   0.0030847371     0.23051798   0.0058732705
            0.2     0.40326107   0.0067351683     0.27340158   0.0049766535     0.60965919   0.0093576936
            0.4     0.62748153   0.0077481024     0.42809902   0.0057282926     0.94324538    0.010760545
            0.6     0.91521376   0.0084005796     0.63111689   0.0061986353      1.3621237    0.011690893
            0.8      1.2130303   0.0092930386     0.84157922   0.0068504692      1.7950979    0.012946087
              1      1.5768356   0.0095942936      1.0995071   0.0070642192      2.3222898    0.013385752
            1.2       2.052023    0.011231932      1.4368554   0.0084118741      3.0100559    0.015402875
            1.4      2.7718229    0.011949927       1.950325   0.0088141454      4.0468073    0.016644547
            1.6      3.8208238    0.012111411      2.6997877   0.0088408823      5.5554535    0.017052483
            1.8      5.4751284    0.013486984      3.8825676   0.0098032968      7.9329841    0.019073288
              2      8.1150478    0.015569793      5.7713601    0.011269161      11.724568    0.022114498
            2.2      12.574686    0.018890079      8.9627827    0.013642663      18.128627    0.026890476
            2.4      20.130338     0.02351479       14.36926    0.016959246      28.980613    0.033524012
            2.6       33.05642    0.029342112       23.61768    0.021123813       47.54948    0.041914665
            2.8      53.915288    0.036720591      38.535149    0.026421811      77.532328    0.052494754
              3      70.295338    0.041144704      50.221691    0.029573003      101.14652    0.058901529
            3.2      29.551352    0.028647327      21.032367    0.020534884       42.71165    0.041150493
            3.4      14.059967    0.020512018      9.9679805    0.014668017      20.415057    0.029559924
            3.6      7.4972844    0.015680279      5.2988469     0.01120304      10.926833    0.022634724
            3.8      4.1708997    0.012417194      2.9400666   0.0088617892      6.0982912     0.01795002
              4      2.3280741   0.0093396162      1.6380064   0.0066425577      3.4119531    0.013561997
            4.2      1.3098221   0.0076726913      0.9217739   0.0054518551      1.9198289    0.011154405
            4.4     0.70887706   0.0066986584     0.50010743   0.0047503178      1.0364549   0.0097570895
            4.6     0.36292334   0.0052522359     0.25769453   0.0037663174     0.52692031   0.0075640499
            4.8     0.16886854   0.0034739571     0.12195477   0.0024734157     0.24045559   0.0050500684
              5     0.16886854   0.0034739571     0.12195477   0.0024734157     0.24045559   0.0050500684
