#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.37488402   0.0036626583     0.26388676   0.0026192573     0.54828922   0.0052777889
           -3.8     0.54756293   0.0044437795        0.38547   0.0031790003     0.80069571   0.0063998674
           -3.6     0.80863058   0.0057353137     0.56976902   0.0041329222      1.1812741   0.0081995208
           -3.4      1.1507598   0.0067116759      0.8114149   0.0048166578      1.6797214   0.0096324901
           -3.2      1.6142048   0.0076470816       1.139931   0.0054779558      2.3520936    0.010993589
             -3      2.2340362   0.0087264994      1.5798727   0.0062539327      3.2502232    0.012540467
           -2.8      3.0126332     0.01008331      2.1333454   0.0072375174      4.3763827    0.014464432
           -2.6      3.9656078    0.011590031      2.8120291   0.0083319491      5.7517977    0.016596432
           -2.4      5.0821597    0.013462507        3.60942   0.0096942483      7.3586086    0.019238081
           -2.2      6.3276168    0.014335824      4.4990993    0.010316835      9.1503653    0.020500077
             -2      7.6377164    0.015558101      5.4361846    0.011195848      11.032613    0.022247371
           -1.8      8.9069454    0.016827806      6.3459769    0.012130135      12.851744    0.024020042
           -1.6      10.033669    0.017579267      7.1531646    0.012657165      14.467779    0.025121433
           -1.4      11.073025    0.018298897      7.8980342    0.013178916      15.958176    0.026143502
           -1.2      11.809412    0.018818074      8.4265449    0.013552297      17.012653    0.026885316
             -1      12.343668    0.019185763      8.8092803    0.013818694      17.779329    0.027407972
           -0.8      12.604379    0.019525509      8.9965228    0.014065647      18.152726    0.027888793
           -0.6      12.767692     0.01923282      9.1133269    0.013834427      18.387633    0.027513027
           -0.4      12.756823    0.019527295      9.1055474    0.014058125      18.372378     0.02790993
           -0.2      12.759214    0.019226616      9.1055863    0.013832997      18.379415    0.027499423
              0      12.715602    0.019800664      9.0755616    0.014300725      18.314225    0.028213566
            0.2      12.758172    0.019522404      9.1061376    0.014063151      18.375027    0.027886204
            0.4      12.757511    0.020134116      9.1052255    0.014621369      18.374725    0.028542498
            0.6       12.61215    0.019212538      9.0011344    0.013827027      18.165874    0.027468873
            0.8       12.33322    0.019133798      8.8017774    0.013778945      17.764443    0.027338861
              1      11.766683      0.0189728      8.3948646    0.013674085      16.953612    0.027085752
            1.2      11.061181     0.01826604      7.8900669    0.013150844      15.940185    0.026104079
            1.4      10.037854     0.01751032      7.1561808    0.012602874      14.473883    0.025033719
            1.6      8.8694255     0.01671067      6.3179553    0.012034168      12.800698    0.023878889
            1.8      7.6228587    0.015587534      5.4257466    0.011219631       11.01068      0.0222841
              2      6.3414811    0.014172611      4.5086398    0.010187763      9.1711167    0.020290133
            2.2      5.0726217    0.013191502      3.6024843   0.0094796366      7.3451532    0.018898124
            2.4       3.970552    0.011968354      2.8156564   0.0086097675      5.7587787    0.017125522
            2.6      3.0203398    0.010195947      2.1388474   0.0073150465       4.387395    0.014632724
            2.8      2.2241429   0.0088952381      1.5724142   0.0063881097      3.2368025    0.012753622
              3      1.6088211   0.0081801162      1.1356799   0.0058960576      2.3452435    0.011684912
            3.2      1.1412097   0.0063266588     0.80482852   0.0045284778      1.6654393   0.0091053248
            3.4     0.80216498   0.0054523751     0.56522676   0.0039068203      1.1717776   0.0078400513
            3.6     0.55427415   0.0044342463     0.39032645   0.0031708566     0.81022693    0.006389338
            3.8     0.38138307   0.0037278668     0.26835214   0.0026609277     0.55800238   0.0053837471
              4     0.38138307   0.0037278668     0.26835214   0.0026609277     0.55800238   0.0053837471
