#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0036571455  0.00088245226   0.0026311113    0.000619443   0.0052072043   0.0013070206
           -3.8   0.0088716859   0.0008090715   0.0062527529  0.00055427998    0.012973629   0.0012282244
           -3.6    0.017032242   0.0010671389    0.011995185  0.00073021707    0.024932829    0.001620314
           -3.4    0.034233645   0.0024447651     0.02389325   0.0016777272    0.050635844   0.0036946261
           -3.2    0.073098078   0.0018347202    0.051179225   0.0012732446     0.10775778   0.0027445152
             -3     0.13346626   0.0023098705    0.093258635    0.001606199     0.19716167   0.0034452004
           -2.8     0.24155422   0.0029712261     0.16915689   0.0020849966     0.35593738   0.0043849886
           -2.6     0.41480025   0.0038394912     0.29099615    0.002700119     0.60984147   0.0056500715
           -2.4      0.7063286   0.0051158404     0.49634355   0.0036373881      1.0363317   0.0074367857
           -2.2      1.1762004   0.0061739026     0.82827942   0.0043803406      1.7213531   0.0089862236
             -2      1.8941985   0.0077823278      1.3367143   0.0055477141      2.7650121    0.011265305
           -1.8      2.9706726    0.010461301      2.1005232   0.0075229652      4.3261857    0.014998017
           -1.6      4.5672836     0.01235434      3.2360699   0.0088709628      6.6345237    0.017726294
           -1.4      6.7918952    0.014644841      4.8205494    0.010526036      9.8454523      0.0209835
           -1.2      9.8050512    0.017319429      6.9704293    0.012452244      14.185555    0.024799701
             -1      13.630289    0.020401663      9.7040982    0.014691223        19.6851    0.029154316
           -0.8       18.04507    0.023735244       12.86271    0.017197564      26.023544    0.033714868
           -0.6      22.622136    0.025873652      16.139682    0.018649579      32.589801    0.036924892
           -0.4      26.508428    0.028471231      18.924547    0.020572794      38.159684    0.040525983
           -0.2      28.880531    0.028933802      20.622752    0.020861504      41.562784    0.041273315
              0      28.836107    0.028970477      20.591954    0.020892205      41.496907    0.041316106
            0.2      26.498961    0.027871782      18.917293    0.020091784      38.147046    0.039767766
            0.4      22.647048    0.025945929      16.158487    0.018711869      32.623533    0.037006222
            0.6      18.062235    0.023213829      12.875587    0.016725835      26.047031    0.033147381
            0.8      13.622968    0.020482275      9.6997004    0.014755439      19.672679    0.029258387
              1      9.8186326    0.017278796      6.9801515    0.012419054      14.205009    0.024746569
            1.2      6.7991691    0.014493052      4.8261827    0.010406314      9.8549937     0.02078773
            1.4      4.5459122    0.012145951      3.2206466   0.0087021137      6.6041499    0.017466206
            1.6       2.977618   0.0097821712      2.1051616   0.0070021803      4.3366563     0.01408995
            1.8      1.8932669   0.0078660729      1.3358196   0.0056074631       2.764145    0.011386713
              2      1.1718568    0.006192469     0.82515958   0.0043930673      1.7151153   0.0090142417
            2.2      0.7095641   0.0050411748     0.49870613   0.0035694425      1.0408856   0.0073599473
            2.4     0.41439517   0.0038936391     0.29084993   0.0027405243     0.60891719   0.0057261431
            2.6     0.23858852   0.0030886614     0.16708888    0.002173501      0.3515206   0.0045455006
            2.8     0.13768921   0.0023299677    0.096320129   0.0016250615     0.20314838   0.0034640682
              3    0.069405875   0.0018215778    0.048549715   0.0012617641     0.10240818   0.0027313909
            3.2    0.036905729   0.0013760838    0.025830688  0.00094909851    0.054434736   0.0020723013
            3.4    0.019170982   0.0009997503    0.013431848  0.00068951004    0.028239495   0.0015055447
            3.6    0.008980778  0.00080496994   0.0063868272  0.00054718009    0.012994981   0.0012326874
            3.8   0.0029689689  0.00060342729   0.0021464343  0.00040817434   0.0042030119  0.00092913662
              4   0.0029689689  0.00060342729   0.0021464343  0.00040817434   0.0042030119  0.00092913662
