#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00033265373  0.00010520487  0.00023426693  7.4745072e-05  0.00049040798   0.0001537239
           -3.8  0.00036333324  0.00027347697  0.00022096211  0.00019247482  0.00062447361  0.00040209501
           -3.6   0.0048497526  0.00060165484   0.0031988121  0.00042287455   0.0076751248  0.00088739777
           -3.4    0.020257897   0.0011829854    0.013554753  0.00083673364    0.031564202   0.0017364321
           -3.2    0.062227725   0.0035301961    0.041738227   0.0025493932    0.096173845   0.0050368552
             -3     0.18631718    0.003473269     0.12720345   0.0024920512     0.28222894   0.0049988808
           -2.8     0.42072319   0.0042062398     0.29007012   0.0029876499      0.6300707   0.0061179586
           -2.6     0.86754544   0.0058763746     0.60302809   0.0041856061      1.2870363   0.0085152353
           -2.4      1.5801431   0.0076392647      1.1058444   0.0054591769      2.3261397    0.011023944
           -2.2      2.5855542   0.0097044228      1.8183824   0.0069627231      3.7849421    0.013938427
             -2      4.0011762     0.01228391      2.8263618    0.008835787      5.8284902    0.017584451
           -1.8      5.7713131    0.013841987       4.090124    0.009950873      8.3764151    0.019824977
           -1.6      7.8524114    0.016034577      5.5795885    0.011551302      11.363755    0.022909417
           -1.4      10.198544    0.017777469      7.2600425    0.012797714      14.729108    0.025413348
           -1.2      12.632838    0.019622882      9.0038149    0.014128007       18.22057    0.028044731
             -1      14.996008    0.021186477      10.697756    0.015254759      21.607983    0.030274374
           -0.8      17.201612    0.022754768       12.27956    0.016406654      24.767886    0.032468977
           -0.6      18.978142    0.023437933      13.552887    0.016872743      27.314874    0.033495187
           -0.4       20.27613    0.024329588      14.482604    0.017522404      29.176964    0.034753366
           -0.2      20.966169    0.024429729      14.975097    0.017583074      30.170765    0.034920328
              0      20.899216    0.024888416      14.928195    0.017960306      30.072357    0.035483829
            0.2      20.308019    0.024477404      14.504348    0.017642945      29.225084    0.034936876
            0.4      18.927548    0.023953974      13.515406    0.017347711      27.244856    0.034041603
            0.6      17.172408    0.022397129      12.258251     0.01612842      24.726836    0.031998504
            0.8      14.979295     0.02124527      10.684744    0.015309098      21.586154    0.030335111
              1      12.610684    0.019687955      8.9885726    0.014166054      18.187554    0.028156283
            1.2       10.15943    0.017942706      7.2315466    0.012921434      14.674055    0.025640295
            1.4      7.8630841    0.015761406      5.5863011    0.011332573      11.381424    0.022566993
            1.6      5.7804142    0.013974424      4.0968232    0.010033953      8.3889676    0.020042539
            1.8      4.0096344    0.011828873      2.8326482   0.0084945647      5.8401274    0.016964154
              2      2.5993051   0.0095500802      1.8279617   0.0068367531      3.8053069    0.013747875
            2.2      1.5639224   0.0080143211      1.0945096   0.0057558133      2.3022469    0.011506514
            2.4     0.86406394   0.0058856616     0.60065052   0.0041973054      1.2817649   0.0085174929
            2.6     0.42397631   0.0056204064     0.29190952   0.0040749222     0.63582844   0.0079912431
            2.8     0.18425039   0.0030131381     0.12551252   0.0021361979     0.27975863   0.0043945074
              3    0.068389226   0.0019038322    0.046132719   0.0013365202     0.10505805   0.0028112673
            3.2    0.019433781   0.0010753738    0.012896664  0.00075640436    0.030423245   0.0015863736
            3.4    0.003830991  0.00063153857   0.0024879009  0.00044511116   0.0061576352  0.00092826237
            3.6   0.0012508602  0.00030841066  0.00082527035  0.00021562976   0.0019810014  0.00045728019
            3.8  0.00011212812  0.00013075746  7.7323264e-05  9.1995631e-05  0.00017168099  0.00019188863
              4  0.00011212812  0.00013075746  7.7323264e-05  9.1995631e-05  0.00017168099  0.00019188863
