#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.11237782   0.0032780126     0.07529658   0.0023693771     0.17199278    0.004675158
           -3.8     0.18113221   0.0039551294     0.12235642   0.0028543962     0.27525168   0.0056536012
           -3.6     0.30543168   0.0046635394     0.20804611   0.0033625767     0.46068758   0.0066712023
           -3.4     0.50894748   0.0058095943     0.34991088   0.0042106761     0.76102783   0.0082625872
           -3.2     0.82309603   0.0066260257     0.57053335   0.0047705716      1.2213582   0.0094842586
             -3      1.3039495   0.0079054996     0.90950295   0.0056940688      1.9228765    0.011306999
           -2.8      1.9710884   0.0096432297      1.3817235   0.0069380948      2.8923001    0.013811249
           -2.6      2.8875252    0.011264967      2.0333902   0.0081395383      4.2173809    0.016050045
           -2.4      4.0236673    0.012595268      2.8432225   0.0091075595      5.8559042    0.017931435
           -2.2      5.3967108    0.013489736      3.8249715   0.0097116348      7.8296009    0.019287892
             -2      6.9130005    0.015323085      4.9112574    0.011056218      10.004783    0.021854659
           -1.8      8.5143425    0.016181411      6.0615169    0.011645694      12.295491    0.023136097
           -1.6      10.092094    0.017336696      7.1936078     0.01247476      14.555299    0.024792227
           -1.4      11.482975    0.018315812      8.1940785    0.013173514      16.542403    0.026201623
           -1.2      12.638327    0.019091424      9.0244548    0.013735528      18.194611    0.027301281
             -1      13.545152    0.019692142      9.6763438    0.014164104      19.491394    0.028167059
           -0.8      14.071561    0.019980446      10.054874    0.014371803      20.244106    0.028579431
           -0.6      14.449688    0.021398355      10.326904    0.015549414      20.784679    0.030311268
           -0.4      14.571142    0.020384258       10.41383    0.014661692      20.959631    0.029157899
           -0.2      14.607175    0.020330118      10.439622    0.014616914      21.011792    0.029095111
              0      14.619112     0.02031367      10.448911    0.014603923      21.026992    0.029071143
            0.2      14.585882      0.0202992      10.424497    0.014593159      20.980467    0.029051298
            0.4      14.393432    0.020122237      10.286387    0.014465591       20.70445    0.028798219
            0.6      14.088625    0.020008046      10.066836    0.014387343      20.269224    0.028627655
            0.8       13.48317    0.019586964      9.6316902    0.014086178      19.403018    0.028021581
              1      12.630546    0.019080194      9.0187564    0.013727417      18.183703    0.027285626
            1.2      11.464477    0.018336604      8.1809345    0.013193389      16.515534    0.026222898
            1.4      10.079481    0.017572053       7.185119    0.012659369      14.536031    0.025096289
            1.6      8.4851076    0.016403689      6.0397138    0.011818143      12.255452    0.023428697
            1.8      6.9159884    0.014822251      4.9134785     0.01066776      10.008916    0.021196963
              2      5.4066528    0.013531709      3.8326492   0.0097440083      7.8427575    0.019344515
            2.2      4.0238216    0.012082752      2.8434892   0.0087077824      5.8558681    0.017261699
            2.4       2.897158    0.010574668      2.0400169   0.0076135644      4.2317897    0.015125006
            2.6      1.9785336   0.0093299315      1.3870726   0.0067113038      2.9028074    0.013360359
            2.8      1.2962261   0.0081180913     0.90328994   0.0058744955      1.9132554    0.011555394
              3     0.82382114     0.00700422     0.57064974   0.0050595634      1.2230418   0.0099907785
            3.2     0.49955234   0.0056951173     0.34307751   0.0041058748     0.74774327   0.0081459261
            3.4     0.30135301   0.0049149247     0.20524757   0.0035579757     0.45459864   0.0069965503
            3.6     0.19255447   0.0039020271     0.13057469   0.0028155041     0.29159027   0.0055746721
            3.8     0.11642112   0.0032125465    0.078146862   0.0023181264     0.17790728   0.0045920714
              4     0.11642112   0.0032125465    0.078146862   0.0023181264     0.17790728   0.0045920714
