# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      75.867272    0.043735969      54.069447    0.031637098      109.42426    0.062208279
            3.2      85.106232    0.046373882      60.703413    0.033586479      122.64004    0.065882486
            3.4      43.707469    0.035351913      31.167454    0.025476268      63.008284    0.050477383
            3.6      25.214896    0.027206974      17.961544    0.019555502      36.397635    0.038964199
            3.8      15.186356    0.021479731      10.804933    0.015415472      21.953461    0.030818261
              4      9.5405118    0.017089903      6.7793698    0.012244065      13.812767    0.024567679
            4.2      6.2595907     0.01378524      4.4441955    0.009856663      9.0720424    0.019863096
            4.4      4.2518773    0.011387495      3.0162126   0.0081284021      6.1683583    0.016439891
            4.6      2.9836413    0.009864921      2.1153653   0.0070380154      4.3314906    0.014256582
            4.8      2.1537113   0.0080234223      1.5262237   0.0057199495      3.1284285    0.011600294
              5      2.1537113   0.0080234223      1.5262237   0.0057199495      3.1284285    0.011600294
