#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00013375955  7.7481158e-05  9.0576389e-05   5.251507e-05  0.00020454427  0.00011838047
           -3.8  0.00058816754  0.00025782984  0.00044171758  0.00016942692  0.00077942961  0.00034016349
           -3.6   0.0056098346  0.00064844356    0.004110394  0.00044414857    0.007783915  0.00099225697
           -3.4    0.019806255   0.0015072082    0.014274866   0.0010686863    0.028196319   0.0022018368
           -3.2    0.062828703   0.0019194485    0.044749483   0.0013366378    0.090972448   0.0028678912
             -3     0.17057519   0.0028423035     0.12057924   0.0020069633     0.24917349   0.0041728279
           -2.8     0.39238166   0.0041324881     0.27615162    0.002929884      0.5756004   0.0060342334
           -2.6     0.81046286   0.0058797238      0.5703415   0.0041823389      1.1877915   0.0085447824
           -2.4      1.5114545   0.0076101535      1.0653689   0.0054302569      2.2096388    0.011011156
           -2.2      2.4959952   0.0094855186      1.7635353   0.0067887122      3.6374647    0.013667703
             -2      3.8890775    0.011674535      2.7536837   0.0083850942      5.6525089    0.016748886
           -1.8      5.6533545    0.013827879      4.0125646   0.0099461252      8.1931859    0.019798114
           -1.6      7.7999409    0.015845312      5.5447657    0.011394351      11.283427    0.022683882
           -1.4      10.151577    0.017898193      7.2265119    0.012886916      14.661898     0.02558391
           -1.2      12.608958    0.019781222      8.9846876    0.014255252      18.190696    0.028242451
             -1      15.047656    0.021117954       10.73015    0.015205563      21.691681    0.030175201
           -0.8      17.258908    0.022558845      12.310622    0.016251887      24.870856    0.032211176
           -0.6      19.118393    0.023688498      13.640179    0.017073549      27.543447    0.033807625
           -0.4      20.454053    0.024279863      14.595704    0.017480847      29.462124    0.034688223
           -0.2       21.10139    0.024933961      15.057333     0.01799097      30.395247    0.035546874
              0       21.13333    0.025183758       15.07999    0.018233769      30.441422    0.035788755
            0.2      20.413213    0.024501749      14.565993    0.017658732       29.40449     0.03496805
            0.4      19.124923    0.023899159       13.64477      0.0172268      27.552969    0.034104428
            0.6      17.231312    0.022545098      12.291521    0.016244833      24.829921    0.032186589
            0.8      15.055108    0.021543075      10.734979    0.015535915      21.703424    0.030731686
              1      12.569756    0.019620356      8.9558824    0.014133257      18.135971    0.028025529
            1.2      10.132258    0.018182059      7.2121607    0.013090083      14.635274    0.025994385
            1.4      7.7724026    0.015866521      5.5249122    0.011416296      11.244113    0.022700816
            1.6      5.6657974    0.013649874      4.0207533   0.0098011493      8.2126516    0.019578359
            1.8      3.9072519    0.011590348      2.7664152   0.0083101088      5.6794003    0.016662347
              2       2.520605   0.0095184283      1.7808412   0.0068079036      3.6735248    0.013723792
            2.2      1.4795235   0.0075819591      1.0425919   0.0054094837      2.1635033    0.010971239
            2.4     0.81842098   0.0056904306     0.57578933   0.0040467258      1.1998843   0.0082711397
            2.6     0.39817168   0.0040851539     0.28017796   0.0029003574     0.58419777    0.005954613
            2.8     0.17335938   0.0028762401     0.12241579   0.0020306949     0.25360106   0.0042247732
              3    0.065275015   0.0018390829    0.046595874   0.0012915608    0.094262108   0.0027200896
            3.2    0.019764758   0.0010596171    0.014209334  0.00074061189    0.028244368   0.0015750839
            3.4   0.0062484335  0.00061672562   0.0045092816  0.00042631649   0.0088399831   0.0009296933
            3.6  0.00099587765   0.0002371346  0.00071345308  0.00016332121   0.0014109402  0.00035881918
            3.8  0.00013442708  9.5137008e-05  9.1747397e-05   6.561491e-05  0.00020363715  0.00014240859
              4  0.00013442708  9.5137008e-05  9.1747397e-05   6.561491e-05  0.00020363715  0.00014240859
