#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       14.00124     0.02037004      9.9815309    0.014587642      20.196692    0.029280036
            0.2      13.769035    0.020161737      9.8173541    0.014443515      19.858621    0.028969703
            0.4      13.517128    0.020144002      9.6388798    0.014442041      19.492246    0.028919751
            0.6      13.258627    0.019873383      9.4555921    0.014251698      19.116639    0.028524553
            0.8      13.156568    0.019833471      9.3837532    0.014247684      18.966905    0.028414177
              1      13.226234    0.019517884      9.4342804    0.014012678      19.064766    0.027975195
            1.2      13.501333     0.01958448      9.6300354    0.014059604      19.461578     0.02807167
            1.4      14.032167    0.020205641      10.008919    0.014528716      20.225409    0.028914467
            1.6      14.814596    0.020523411      10.565387    0.014760535      21.355628    0.029361315
            1.8      15.970756     0.02148901      11.387843    0.015469898      23.025857    0.030712505
              2      17.499931    0.022514072      12.474906    0.016214705      25.236695    0.032164447
            2.2      19.623443    0.024303327      13.983627    0.017550115      28.308585    0.034631493
            2.4      22.294655    0.026429294      15.878985    0.019095044      32.178337    0.037636026
            2.6         25.787    0.028515732      18.354168    0.020657661      37.244024     0.04051582
            2.8      29.656556    0.031029106      21.089414    0.022424531      42.873413    0.044187326
              3       22.93171    0.027981923      16.296473    0.020213536      33.174559    0.039868264
            3.2       22.93171    0.027981923      16.296473    0.020213536      33.174559    0.039868264
