#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0012301847     0.00065092  0.00051610503  0.00076900656    0.001462399  0.00078310412
           -3.8    0.021686468   0.0023890494    0.019161109   0.0021375572    0.023625231   0.0026542269
           -3.6    0.098751091   0.0050744971    0.086098862   0.0044522328     0.10944858   0.0058477219
           -3.4     0.41989997    0.010495311     0.36782261   0.0091855852     0.46419808    0.012221103
           -3.2      1.2930747    0.018251214      1.1475756    0.016188205      1.4043132    0.020813696
             -3      3.0986259    0.028109173       2.751977     0.02496838      3.3745464    0.032189265
           -2.8      6.4437497     0.04032779      5.7578982    0.036080583      6.9774126     0.04535891
           -2.6      11.862715    0.054610342      10.612767    0.048844483      12.857066    0.061126986
           -2.4      19.579689    0.069843924       17.55871    0.062666346      21.188492    0.077674228
           -2.2      29.964114    0.086007269      26.873257    0.077180586      32.480412    0.095502938
             -2      42.962644     0.10252763      38.531164    0.092092353      46.632908     0.11378129
           -1.8      57.706394      0.1183217      51.700035     0.10610917      62.791525     0.13109232
           -1.6      74.207956     0.13356432      66.463886     0.11983004      80.832269     0.14822388
           -1.4      91.283178     0.14751532      81.750958     0.13235712      99.479224     0.16377345
           -1.2      108.20713     0.15990597      96.867613     0.14360174      118.00366     0.17843966
             -1      123.86735     0.17046914      110.79809     0.15277193      135.25922     0.18942111
           -0.8      138.22578     0.17946973      123.59324     0.16078437      151.03298     0.19944164
           -0.6      149.42792     0.18610607      133.55828     0.16654672      163.35618     0.20629168
           -0.4      157.88936      0.1909117      141.08424     0.17090785      172.66416     0.21206862
           -0.2      161.82986      0.1930965      144.60084      0.1728284      176.97703     0.21432519
              0      161.61354     0.19298662      144.42776     0.17269875      176.71296     0.21414366
            0.2      157.83607     0.19088693      141.05471     0.17090305      172.58253     0.21190853
            0.4      149.53304     0.18615985      133.65055     0.16670237      163.47354     0.20680994
            0.6      138.64377     0.17969796      123.97909     0.16103534      151.46343     0.19978881
            0.8      124.27786     0.17072294      111.18247     0.15302036      135.67611     0.18951068
              1      107.87232     0.15967907      96.541843     0.14330696      117.69571     0.17760033
            1.2      91.268189     0.14748347      81.733209     0.13236316      99.474537     0.16384851
            1.4      73.976816     0.13337471       66.30689     0.12110509      80.476157     0.15457514
            1.6      57.482454      0.1181054      51.514052     0.10595838      62.519327     0.13083594
            1.8      42.593264     0.10214325       38.16528    0.091697284      46.298618     0.11361301
              2       30.02706    0.086082924      26.917801    0.077240602      32.571199    0.095637367
            2.2      19.600138    0.069824335       17.56624    0.062687259      21.229031    0.078325282
            2.4      11.688394    0.054106977      10.462856    0.048474046      12.653552    0.060235883
            2.6       6.458441     0.04044064      5.7761737    0.036140768      6.9823783    0.045343105
            2.8      3.1211702    0.028310287      2.7743331    0.025121045      3.3957895    0.032064424
              3      1.2736511    0.018233825      1.1271972    0.016088507      1.3893088    0.020975351
            3.2     0.41241622    0.010279073     0.36250489   0.0090644534     0.45241886     0.01183746
            3.4    0.099314021   0.0051733607    0.087141363   0.0045569222     0.10919073   0.0059744519
            3.6    0.016239351   0.0020584962    0.014086657   0.0018074921    0.018340955   0.0024017568
            3.8  0.00073811081  0.00055012781  0.00058709072   0.0004812926  0.00094400059  0.00061248683
              4  0.00073811081  0.00055012781  0.00058709072   0.0004812926  0.00094400059  0.00061248683
